eid,subject_areas,publication_year,length_of_abstract,author_keywords,sub_type,citation_count,refcount
2-s2.0-85121796204,"AGRI,MEDI,NURS",2021,205,"bioactive compounds,caffeoylquinic acids,cooking,low temperature storage,sunflower sprout,variety",ar,0,59
2-s2.0-85117490929,"CENG,CHEM",2021,263,,re,5,188
2-s2.0-85117968061,"ENER,ENGI,ENVI,BUSI",2021,250,"Bioethanol,Catalytic dehydration experiment,Diethyl ether,Process simulation,Techno-economic analysis",ar,3,48
2-s2.0-85121281985,"MATE,ENGI",2021,135,"Iridium manganese,Manganese oxide,Raman spectroscopy,Thin film",ar,1,18
2-s2.0-85124892808,"ENGI,SOCI,ARTS,COMP",2021,283,"Emergency operation,Flood,Public health,Risk profile,Thailand",cp,0,14
2-s2.0-85121427613,MEDI,2021,194,,ar,3,8
2-s2.0-85118353021,"PHYS,MATE,CHEM",2021,144,"Determination,Extraction,Molecularly imprinted polymer,Sensor,Water-soluble vitamins",re,4,138
2-s2.0-85122489465,MEDI,2021,242,"Low muscle mass,Menopause,Muscle strength,Pre-sarcopenia,Sarcopenia",ar,1,28
2-s2.0-85129157351,COMP,2021,187,"Core slide defect,Defect reduction,Process improvement,PVC tape,Six Sigma,Telescope of tape",cp,0,15
2-s2.0-85120955008,"MEDI,IMMU",2021,158,"COVID-19,lupus erythematosus,systemic,vaccination",ar,10,5
2-s2.0-85120828024,SOCI,2021,209,"Comparative study,Competency,Competency-based curriculum,Transversal competencies",ar,0,26
2-s2.0-85120801156,SOCI,2021,235,"Metacognition scale,Multidimensional item response theory,Nursing students",ar,0,24
2-s2.0-85120796679,SOCI,2021,162,"Macbeth effect,Moral cleansing,Moral judgment,Physical cleansing,Systematic review",ar,1,40
2-s2.0-85120796521,SOCI,2021,251,"Financial proxies,Impact mapping,Indicators,Social Returns on Investment (SROI),Theory of change",ar,1,18
2-s2.0-85120786134,SOCI,2021,210,"Elementary school,Misconception,Portfolio",ar,0,37
2-s2.0-85120773740,SOCI,2021,125,"Buddhism,Cheating,Fear of ostracism,Moral disengagement,“Hiri-Ottappa” or moral shame and moral dread",ar,0,39
2-s2.0-85121957987,MEDI,2021,248,"hypoplastic thumb,joint transfer,toe transfer,vascularized",ar,0,10
2-s2.0-85121466933,AGRI,2021,240,"3' Tag Seq,network-based analysis,salt tolerant rice,time-series data,two-state co-expression network,weighted co-expression network",ar,2,112
2-s2.0-85121029837,MEDI,2021,385,"Atrial fibrillation,Health care,Outcome assessment,Stroke",ar,0,34
2-s2.0-85144507968,"ARTS,SOCI",2021,257,,ar,0,39
2-s2.0-85130478880,MEDI,2021,211,"Children,COVID-19,Favipiravir,Pneumonia,SARS-CoV-2",ar,5,11
2-s2.0-85127615544,VETE,2021,265,"genetic correlation,gestation length,number of piglets born alive,number of stillborn piglets,total number of piglets born",ar,1,23
2-s2.0-85127606194,VETE,2021,224,"Belgian Sheepdog,calcinosis circumscripta,internal implant fixation,radiographic,ultrasonographic",ar,0,17
2-s2.0-85127588401,VETE,2021,255,"Brachyspira hyodysenteriae,Lawsonia intracellularis,multiplex PCR,prevalence,risk factor,Salmonella spp.",ar,0,28
2-s2.0-85127570324,VETE,2021,183,"Blood parasites,Coinfection,Dogs,Hematology,Serum protein",ar,2,31
2-s2.0-85127568064,VETE,2021,143,"cat,Demodex cati,demodicosis,fluralaner",ar,0,12
2-s2.0-85127564485,VETE,2021,260,"bacterial pathogen,chicken,seroepidemiology,Vietnam,viral pathogen",ar,0,10
2-s2.0-85125469457,MEDI,2021,254,"atherosclerotic cardiovascular disease,cardiac prevention,cardiovascular health,cardiovascular risk,lifestyle modifications",ar,12,31
2-s2.0-85124959997,"AGRI,ENVI,EART",2021,144,"Biodiversity studies,mtDNA,reptiles,Southeast Asia,Xenochrophis",ar,2,26
2-s2.0-85124957575,"AGRI,ENVI,EART",2021,307,"Cytochrome b,freshwater turtle,mitochondrial DNA,nesting-site preference,reproducing female number",ar,0,35
2-s2.0-85124674368,"ENVI,EART",2021,140,,ar,8,73
2-s2.0-85124020224,AGRI,2021,238,"Cassava starch,Cyberlindnera subsufficiens NG8.2,Oil palm empty fruit bunch,Oleaginous yeast,Palmitoleic acid",ar,1,40
2-s2.0-85123928000,"SOCI,ARTS",2021,189,,ar,0,16
2-s2.0-85123733643,VETE,2021,282,"Infectious bursal disease virus,Multiplex reverse transcription-polymerase chain reaction,Restriction fragment length polymorphism,Strain,Thailand",ar,1,15
2-s2.0-85123706706,VETE,2021,303,"Caprine,Colostrum quality,Optical Brix refractometer",ar,2,24
2-s2.0-85123669135,MEDI,2021,244,,ar,2,38
2-s2.0-85123646568,MEDI,2021,168,"anti-HER2 therapy,CDK4/6 inhibitor,immunotherapy,Inflammatory breast cancer (IBC)",re,2,38
2-s2.0-85123346631,"ENGI,MATE",2021,189,"Displacement-based formulation,Fourth-order nonlocal strain gradient model,Nanobeam-substrate model,Nonlocal strain gradient,Nonlocal thermodynamic approach",ar,12,64
2-s2.0-85123289800,NURS,2021,220,"Community nurses,Hypertension,Indonesia,Public health,Qualitative research",ar,1,58
2-s2.0-85123037733,"ENGI,MEDI",2021,210,"Choroidal thickness,Choroidal vascularity index,Enhanced depth imaging,Intermediate uveitis,Optical coherence tomography",ar,7,33
2-s2.0-85123037611,"MEDI,BIOC",2021,259,Palliative care- spiritual care- cancer patients,ar,4,23
2-s2.0-85123037385,"MEDI,BIOC",2021,253,Complementary and Alternative Medicine (CAM)- cancer- chemotherapy,ar,0,26
2-s2.0-85122954120,PHYS,2021,200,"Hadron-Hadron scattering (experiments),Top physics",ar,3,103
2-s2.0-85122912032,PHYS,2021,143,"Hadron-Hadron scattering (experiments),Top physics",ar,5,87
2-s2.0-85122868693,MEDI,2021,222,"Anxiety,COVID-19,Depression,Erectile dysfunction (ED)",ar,8,33
2-s2.0-85122823475,MEDI,2021,360,"BRII-179,CHB,HBV-specific immune response,IFN-alpha,immunotherapy",ar,21,22
2-s2.0-85122771062,BIOC,2021,158,,re,96,155
2-s2.0-85122644794,"CENG,ENVI,ENER",2021,150,"Biochar,Diatomite,Esterification,Ethyl propanoate,Solid catalyst",ar,5,50
2-s2.0-85122644604,ENGI,2021,234,"Calcium sulfoaluminate cement,Chloride,Corrosion,Galvanized steel reinforcement,Service life",ar,10,57
2-s2.0-85122636268,MEDI,2021,321,"Cone-beam computed tomography,Craniofacial abnormalities,MobiiScan,Radiologic phantom,X-ray computed tomography",ar,0,14
2-s2.0-85122613942,MEDI,2021,91,"Central venous sinus thrombosis,Chemotherapy-induced VTE,Oxaliplatin",ar,0,19
2-s2.0-85122591775,MEDI,2021,192,"COVID-19,Healthcare costs,Healthcare resource utilization,SARS-CoV-2,Thailand",ar,1,9
2-s2.0-85122588535,"SOCI,MEDI",2021,250,"Human immunodeficiency virus,Islam,Military,Sexual behavior,Sexually transmitted diseases,Thailand",ar,2,37
2-s2.0-85122546882,MEDI,2021,247,"Arthroplasty,Knee,Nerve block,Peripheral nerves,Postoperative pain,Ultrasonography",ar,3,30
2-s2.0-85122488030,HEAL,2021,244,"Computer,Musculoskeletal disorder,Physical activity,Posture,Sedentary worker",ar,4,47
2-s2.0-85122487727,MEDI,2021,142,,re,55,73
2-s2.0-85122402578,MEDI,2021,152,"AIDS,HIV,Microsporidium,Myositis,Thailand,Trachipleistophora,Trachipleistophora hominis",ar,3,19
2-s2.0-85122385084,ECON,2021,244,,ar,6,353
2-s2.0-85122213425,"SOCI,ENVI",2021,147,"Agroecology,Decolonization,Inventory of practices,Peasant to peasant,Territorialization",ar,2,49
2-s2.0-85122212123,MULT,2021,530,,ar,3,102
2-s2.0-85122206547,"SOCI,ENVI",2021,168,"Agroecology,Autonomy,Cooptation,Post-development",ar,4,68
2-s2.0-85122206262,"SOCI,ENVI",2021,119,"Agroecology,Dispositive,La Vía Campesina,Peasant-to-peasant process,Scaling up",ar,2,116
2-s2.0-85122205799,"SOCI,ENVI",2021,230,"Agri-food system transformation,Farmer-to-farmer,Massification of agroecology,Scaling out,Territorialization of agroecology",ar,0,105
2-s2.0-85122200138,MEDI,2021,301,,ar,15,57
2-s2.0-85122196747,"CHEM,BIOC,PHAR",2021,251,"C-Myc,Caffeine,Cancer growth,Integrin,Lung cancer,Metastasis,Migration",ar,4,73
2-s2.0-85122185088,"SOCI,ENVI",2021,85,"Agroecology,Budget natural farming,KRRS,Scaling-up agroecology,Subhash Palekar,Zero",ar,1,56
2-s2.0-85122182316,"SOCI,ENVI",2021,126,"Agroecology,CLOC,Education,La Vía Campesina,Political subject,Scaling",ar,1,69
2-s2.0-85122176273,"SOCI,ENVI",2021,279,"Agroecology,Creole and native seeds,Custodians of seeds,Deep scaling of agroecology,Local seed systems",ar,0,63
2-s2.0-85122150043,MATH,2021,118,"3-uniform hypergraph,Hyperclique decomposition,Hyperdistance multihypergraph",ar,0,10
2-s2.0-85122148948,MULT,2021,175,"Actinobacteria,Antimicrobial activity,Antimicrobial susceptibility,Nocardia,Sichang Island",ar,2,31
2-s2.0-85122147828,MULT,2021,229,"Basalt,Ophiolite,Suture,Tectonic,Ultramafic rock",ar,0,36
2-s2.0-85122124745,PHYS,2021,194,"Hadron-Hadron scattering (experiments),Top physics",ar,3,95
2-s2.0-85122076255,MULT,2021,159,"AMPK,Glucose uptake,Medicinal chemistry,Molecular docking analysis,Oxyresveratrol",ar,1,28
2-s2.0-85122027613,MULT,2021,232,,ar,2,43
2-s2.0-85122018071,"MATE,ENGI",2021,151,"GNSS kinematic positioning,GNSS/INS/DMI/TLS integration,Height aiding measurement,LIDAR mobile mapping system",cp,2,7
2-s2.0-85121907835,MEDI,2021,0,"CoronaVac,COVID-19,Sinovac,vaccine,vasculitis",ar,17,7
2-s2.0-85121874592,MEDI,2021,279,,ar,3,36
2-s2.0-85121860893,MEDI,2021,0,,le,2,2
2-s2.0-85121834844,CHEM,2021,235,"Biosensor,Chemical sensor,Quartz Crystal Microbalance,Vector network analyzer",re,20,82
2-s2.0-85121760611,COMP,2021,194,"Colored petri net,Computerized accounting system,Formal model,Ledger account,Model-based instruction,Model-based simulation",ar,1,27
2-s2.0-85121723054,"CHEM,MATE",2021,298,"Concrete,Continuous-beam,Glass fiber-reinforced polymer,Moment redistribu-tion,Shear capacity,Stirrups",ar,6,34
2-s2.0-85121719955,"IMMU,BIOC,PHAR,MEDI",2021,207,"Azithromycin,Carbapenem,Carbapenem resistance,Colistin,Klebsiella pneumoniae,OmpK35,OmpK36,OXA-48",ar,4,48
2-s2.0-85121719004,"AGRI,NURS,MEDI",2021,130,"Bioactive compound,dietary fiber,functional food,gamma-oryzanol,nutrition,protein,rice bran",re,23,132
2-s2.0-85121689061,MEDI,2021,301,"AI-assisted system,artificial intelligence,diagnostic tool,fatty liver,liver fibrosis,machine-learning,NAFLD,NASH,non-invasive tests",re,11,50
2-s2.0-85121674769,"BUSI,SOCI,ENGI,COMP",2021,232,"Bibliometric indicators,Patent analysis,Research collaboration,Scientific activity,Scientometrics,Sustainable development goals,Technology assessment",ar,3,71
2-s2.0-85121634474,ENGI,2021,169,"Composite structure,Flexural behavior,Reinforced concrete,Steel–concrete composite deck",ar,7,36
2-s2.0-85121614730,MULT,2021,355,,ar,25,93
2-s2.0-85121574924,AGRI,2021,173,"Edible coating,Kaffir lime oil,Nephelium lappaceum,Pericarp browning,Weight loss",ar,2,27
2-s2.0-85121572316,PHYS,2021,178,"Beyond Standard Model,Hadron-Hadron scattering (experiments),Heavy quark production",ar,4,63
2-s2.0-85121506619,"SOCI,ENER,ENVI",2021,205,"MOOCs,Public services,Qualitative content analysis,Sentiment analysis,Sustainable country development",ar,1,52
2-s2.0-85121467691,ENGI,2021,221,"Fire resistance,Geopolymer concrete,Granite waste,Moisture condition,Recycled aggregates",ar,16,69
2-s2.0-85121467517,MEDI,2021,346,"Asian,GBA,GBAP,L444P,p.L483P,Prevalence,Rec1a,Recombinant allele",ar,4,23
2-s2.0-85121450526,MULT,2021,142,,ar,5,68
2-s2.0-85121425183,EART,2021,188,"Convolutional neural network,Feature pyramid network,Fully transformer networks,High-resolution representations,ISPRS Vaihingen,Landsat-8,Vision transformer",ar,15,43
2-s2.0-85121401822,MEDI,2021,247,"allergen-specific immunotherapy,CpG oligodeoxynucleotides,nucleic acid vaccines",re,6,46
2-s2.0-85121365244,"AGRI,BIOC",2021,231,"Agricultural wastes,Biochar,Cassava stems,Maize yields,Resilient agricultural,Soil amendment",ar,3,86
2-s2.0-85121337328,"IMMU,MEDI",2021,224,"Clostridioides difficile,gut dysbiosis,inflammation,Lacticaseibacillus casei T21,probiotics,proinflammatory cytokines,toxin lethality",ar,10,73
2-s2.0-85121317653,MULT,2021,282,,ar,4,90
2-s2.0-85121303516,MULT,2021,249,"Branding,Social Media,Thailand,Viral Marketing",ar,2,67
2-s2.0-85121296748,"BIOC,IMMU",2021,25,,er,0,
2-s2.0-85121288108,"ENGI,MATE,EART,COMP",2021,298,"Brick,Cement,Clay,Mortar,Strengthening,Wire mesh",ar,2,37
2-s2.0-85121286428,"SOCI,ENVI",2021,0,,ar,0,12
2-s2.0-85121267777,MULT,2021,153,"Double-stranded RNA,Immunofluorescence,Respiratory virus",ar,1,21
2-s2.0-85121255221,"COMP,SOCI,ENER,ENVI",2021,270,"Cyber security adoption,Cyber security benefit,Cyber security readiness,Technology readiness",ar,3,97
2-s2.0-85121102883,"ENVI,MEDI",2021,217,"Burden,Dementia caregivers,Home visit and telephone follow-up,Knowledge,Quality of life,Transtheoretical theory of stress and coping",ar,0,40
2-s2.0-85121040064,"MEDI,NURS",2021,139,"Education,Health policy,Language,Organizations,Update",ar,1,2
2-s2.0-85121006777,"MATE,PHYS,ENGI,CENG,COMP",2021,213,"Anterior open bite,Biomechanics,Counter load,Finite element analysis,Hook position,Maxillary molar intrusion,Midpalatal miniscrew,Orthodontics,Tipping movement",ar,1,43
2-s2.0-85120986382,"PHYS,MATH",2021,245,,ar,0,35
2-s2.0-85120968826,"SOCI,ENER,ENVI",2021,246,"Avoided runoff,Carbon storage and sequestration,I-Tree Eco international,Monetary value,Pollution removal",ar,10,70
2-s2.0-85120966668,"COMP,SOCI,ENER,ENGI,ENVI",2021,248,"Control environment,COVID-19,Office buildings and workplaces,Office-built environment,Regulatory environment",ar,2,149
2-s2.0-85120952576,MULT,2021,277,,ar,8,38
2-s2.0-85120881116,"ENGI,PHYS",2021,133,,ar,3,21
2-s2.0-85120785873,MEDI,2021,209,"Anesthesiology,Consciousness monitors,NIR spectroscopy,Perioperative care,Postoperative cognitive complications,Postoperative complications",ar,0,33
2-s2.0-85120780884,"PHYS,EART",2021,305,,ar,10,128
2-s2.0-85120745504,"MEDI,BIOC",2021,293,"Asia,Chikungunya virus,E1: K211E and E2: V264A,Novel ECSA,Outbreak",re,21,226
2-s2.0-85120742695,"MEDI,BIOC",2021,490,"biomarkers,Graft-versus-host disease,hematopoietic cell transplantation",ar,9,27
2-s2.0-85120734302,"IMMU,MEDI",2021,313,"pkdhfr,pkmsp1,Plasmodium knowlesi",ar,1,41
2-s2.0-85120713537,"CHEM,MATE",2021,176,"Crystallization behavior,Mechanical property,Polypropylene,Rheological property,Ultra-high molecular weight component",ar,11,56
2-s2.0-85120697870,MEDI,2021,0,,le,1,4
2-s2.0-85120691376,"CENG,ENVI",2021,132,"Adsorption,Biological material,Catalysis,Magnetic nanomaterial,Nano-composite,Water treatment",ar,27,183
2-s2.0-85120684433,"CENG,BIOC,CHEM,COMP",2021,211,"Autism spectrum disorder,Bisphenol A,Endocrine-disrupting chemical,Interactome,Molecular docking,Prefrontal cortex,Prenatal exposure,Sex differences,Transcription factor,Transcriptome",ar,12,189
2-s2.0-85120653395,MULT,2021,217,,ar,22,28
2-s2.0-85120635493,MULT,2021,294,"Aloe vera,Angiogenesis,Diabetic wound healing,Human umbilical vein endothelial cells (HUVECs),Matrix metalloproteinases (MMPs)",ar,3,43
2-s2.0-85120572852,MEDI,2021,191,,ar,2,19
2-s2.0-85120506341,"AGRI,ENVI",2021,131,,ar,1,41
2-s2.0-85120501195,"MEDI,BIOC",2021,239,"EMT,FAK,Non-small cell lung cancer,Pongamol",ar,3,41
2-s2.0-85120495726,MEDI,2021,225,,ar,23,41
2-s2.0-85120458342,MEDI,2021,333,,ar,15,46
2-s2.0-85120437144,MULT,2021,330,,re,2,70
2-s2.0-85120435017,AGRI,2021,51,"Asplenium crinicaule,Asplenium pellucidum,Asplenium tenerum,Limestone,Malay Peninsula",ar,0,27
2-s2.0-85120385721,AGRI,2021,218,"Choerospondias axillaris,Growth-climate response,Long-term growth pattern,Mo Singto Forest dynamic plot,Thailand,Tree rings,Tropical broad-leaved forests",ar,3,60
2-s2.0-85120372464,MEDI,2021,579,,ar,4,27
2-s2.0-85120333752,"CHEM,MATE",2021,145,"Cell culture,Hydrogel,Self-assembly,Silk fibroin,Spider silk",ar,7,33
2-s2.0-85120317692,ENER,2021,214,"Biodiesel,Biofuel,Glycerol,Supercritical methanol,Transesterification",ar,7,32
2-s2.0-85120078668,"AGRI,VETE",2021,243,"Alternative antimicrobial agent,Antimicrobial resistance,Nanotechnology,Scar reduction,Silver nanoparticles,Staphylococcus pseudintermedius,Wound infection",ar,4,54
2-s2.0-85120075965,"CHEM,MATE",2021,244,"Asiatic acid,Cytotoxicity study,Hyaluronic acid,In vivo animal study,Poly(N-isopropylacrylamide),Stability study,Thermoresponsive nanogel",ar,4,58
2-s2.0-85120033825,MULT,2021,535,,ar,9,60
2-s2.0-85119980739,"MATE,PHYS,ENGI,CENG,COMP",2021,209,"Catalyst,Electrochemical CO2 reduction,Porous copper,Surface microstructure",ar,2,38
2-s2.0-85119958418,"CENG,MATE,CHEM",2021,153,"Core-shell nanogels,Functionalized polymer,Polymeric nanogels,Stimuli-responsive",re,15,104
2-s2.0-85119935505,"AGRI,NURS",2021,275,"Glaucoma,NHANES,Niacin,Nicotinamide",ar,6,59
2-s2.0-85119907690,MEDI,2021,62,,ar,10,5
2-s2.0-85119870298,"AGRI,BIOC",2021,207,"Bioethanol,Biomethane,Biorefinery,Co-production,Food waste",ar,10,57
2-s2.0-85119829406,"MEDI,BIOC",2021,355,"cancer immunotherapy,Immune-checkpoint inhibitors,Immune-related adverse events,Overall survival,Thailand",ar,7,27
2-s2.0-85119826325,MULT,2021,275,,ar,13,96
2-s2.0-85119654611,"IMMU,MEDI",2021,214,"Colistin,Klebsiella pneumoniae,Mcr,Pigs,Thailand",ar,14,51
2-s2.0-85119606326,"CENG,ENVI",2021,148,"Bioactive packaging film,Green synthesis,Polyvinyl alcohol,Silver nanoparticle,Starch",ar,15,54
2-s2.0-85119598107,MEDI,2021,339,"COVID-19,Healthcare,Physicians,SARS-CoV-2 vaccine,Vaccine acceptance,Vaccine hesitancy",ar,31,29
2-s2.0-85119588468,"CENG,BIOC,CHEM,COMP",2021,210,"Anterior pituitary gland,Bisphenol A,Collagen,Endocrine-disrupting chemicals,Extracellular matrix,Folliculostellate cell,Matrix metalloproteinase,Neonate,Pericyte,Tissue inhibitors of metalloproteinase",ar,1,35
2-s2.0-85119515286,"MEDI,IMMU,PHAR",2021,245,"AKT,Human macrophages,IL-4,Notch signaling,SGK1",ar,1,43
2-s2.0-85119495543,"PHYS,EART",2021,233,"galaxies: Active,galaxies: Seyfert,quasars: emission lines",ar,1,65
2-s2.0-85119469727,MEDI,2021,242,,ar,5,35
2-s2.0-85119444392,"MEDI,IMMU",2021,219,"epidemiology,Food allergy,guidelines,prevention,treatment",re,63,172
2-s2.0-85119422974,"PHAR,MEDI",2021,215,"Genetic resistance markers,Greater Mekong subregion,Plasmodium falciparum",ar,10,34
2-s2.0-85119407028,SOCI,2021,144,"Belt and Road Initiative,BRI,Challenges to American Hegemony,China's Contest,Foreign Policy,Nonpolar System,Power's Exercise,South East Asia,Southeast Asian Order,Systemic Anachronism,Systemic Hegemony,U.S. Hegemony,United States",ar,1,118
2-s2.0-85119381293,MEDI,2021,160,"Asia,Case report,Pythiosis,Pythium,Pythium aphanidermatum,Pythium insidiosum",ar,4,12
2-s2.0-85119371668,ENER,2021,224,"Algae,Bioethanol,Lignocelluloses,Microwave-assisted heating,Sustainable development goal,Torrefaction",ar,27,141
2-s2.0-85119347300,MEDI,2021,253,"Hemorrhage,SARS-CoV-2,Thromboembolism,Vaccine",ar,13,32
2-s2.0-85119277293,AGRI,2021,124,"corolline corona,dry deciduous dipterocarp forest,Marsdenia,sandstone hill,twining herb",ar,0,15
2-s2.0-85119261524,MULT,2021,208,,ar,4,58
2-s2.0-85119146529,"BUSI,ARTS,SOCI,PSYC,ECON",2021,230,,ar,8,36
2-s2.0-85119111046,MULT,2021,58,,er,0,
2-s2.0-85119075025,"ENVI,MEDI",2021,306,"Automatic tube current modulation (ATCM),Computed tomography (CT),Low kV,Tube potential",ar,3,47
2-s2.0-85119019075,MULT,2021,206,,ar,2,61
2-s2.0-85118975007,EART,2021,185,"earthquakes,Mae Lao,northern Thailand,seismic response",ar,5,30
2-s2.0-85118934734,MEDI,2021,162,"acute kidney injury,biomarkers,definition,sub-phenotypes,sub-types",re,8,29
2-s2.0-85118933632,MULT,2021,171,,ar,6,45
2-s2.0-85118876411,MEDI,2021,407,,ar,29,30
2-s2.0-85118846598,MEDI,2021,0,"Azathioprine,Children,Cyclosporine,Immunosuppressive agents,Liver transplantation,Living donor,Mycophenolate,Rejection,Tacrolimus",ar,0,13
2-s2.0-85118843638,"CENG,BIOC,CHEM",2021,115,"Artocarpus integer,molecular docking model,Moraceae,α-glucosidase inhibition",ar,3,40
2-s2.0-85118841358,"CENG,ENVI",2021,159,"Biomass,Depolymerization,Lignin,Ni2P catalyst,Phenol,Py-GCMS",ar,4,37
2-s2.0-85118769087,MEDI,2021,314,"Adolescent,Childhood obesity,Children,Eating behavior,Mobile application,Quality of life,Weight reduction",ar,5,39
2-s2.0-85118750480,"ENGI,MATE",2021,177,"Clays,Ground improvement,Microbially induced calcite precipitation,Microstructure,Strength",ar,16,57
2-s2.0-85118750351,"ENGI,MATE",2021,157,"Cement,Dredged sediments,Fly ash,Road materials,Soil stabilisation",ar,16,42
