eid,subject_areas,publication_year,length_of_abstract,author_keywords,sub_type,citation_count,refcount
2-s2.0-85059160526,PHYS,2018,95,,ar,13,49
2-s2.0-85058392278,"ENVI,CENG,MATE,ENER",2018,192,"2D materials,graphitic carbon nitride,heterostructured composites,hydrogen evolution,photocatalysis",ar,105,74
2-s2.0-85054885984,"ENER,ENGI,ENVI,BUSI",2018,212,"Biodiesel,Cavitation reactor,Homogenizer reactor,Ultrasonic reactor,Yield efficiency",ar,30,41
2-s2.0-85063732788,"BUSI,ECON,ENVI",2018,113,"ASEAN,GMM,Growth,Profitability,Size",ar,0,31
2-s2.0-85059484399,PHYS,2018,240,,cp,1,11
2-s2.0-85059480239,PHYS,2018,227,,cp,2,17
2-s2.0-85059476683,PHYS,2018,242,,cp,5,13
2-s2.0-85059474991,PHYS,2018,200,,cp,0,3
2-s2.0-85059473929,PHYS,2018,190,,cp,1,6
2-s2.0-85059465253,PHYS,2018,236,,cp,3,6
2-s2.0-85059463569,PHYS,2018,231,,cp,1,3
2-s2.0-85059461222,PHYS,2018,157,,cp,0,7
2-s2.0-85059452131,PHYS,2018,244,,cp,3,3
2-s2.0-85059450763,PHYS,2018,208,,cp,0,1
2-s2.0-85059450621,PHYS,2018,99,,cp,0,6
2-s2.0-85059443311,PHYS,2018,133,,cp,1,9
2-s2.0-85058918074,"CHEM,BIOC,PHAR",2018,182,"Advanced glycation end-products,Boesenbergia rotunda,Diabetes,Methylglyoxal,Pinocembrin,Structure-activity relationship,α-glucosidase",ar,24,26
2-s2.0-85059409668,PHYS,2018,115,,ar,7,33
2-s2.0-85055723883,"PHYS,CHEM,MATE",2018,180,"fuel cell,molecular dynamics simulations,proton conductivity,sulfonated poly(ether ether ketone) membrane",ar,4,28
2-s2.0-85054676706,ENGI,2018,206,"LCVA,Natural frequency,Panel method,Quasi-elliptic flow path estimation method,TLCD",ar,3,17
2-s2.0-85053840080,"MATE,PHYS,CHEM",2018,23,,er,1,
2-s2.0-85051292687,AGRI,2018,150,"Antifungal,Bacillus,Catalase,Chili,Colletotrichum,Tomato",ar,16,32
2-s2.0-85063505074,COMP,2018,177,"Ansible,Association rules,Data mining,GitHub,Pull Request",cp,3,24
2-s2.0-85063429603,COMP,2018,174,"Classifiers technique,Intrusion Detection System,Machine Learning,NSL-KDD,Performance Analysis,Supervised Learning",cp,4,11
2-s2.0-85059112614,PHYS,2018,233,,ar,39,54
2-s2.0-85058475370,PHYS,2018,173,,ar,19,28
2-s2.0-85058983048,"AGRI,NURS",2018,192,"Alternative medicine,Diabetes,Fermentation,Fermented foods",re,35,48
2-s2.0-85059290811,PHYS,2018,256,,ar,51,101
2-s2.0-85055499333,"ENVI,CENG,MATE,ENER",2018,195,"charge separators,g-C3N4 composite,hydrogen,photocatalysis,seawater splitting",ar,64,60
2-s2.0-85061839078,"SOCI,COMP",2018,205,"Character Controller,Deep Learning,Mocap,Neural Network,Simulation",cp,41,54
2-s2.0-85060496074,"COMP,ENGI",2018,108,"Inverted pendulum on cart,Nonlinear model predictive control,Nonlinear systems,Optimal control,State observer",cp,0,9
2-s2.0-85058647216,PHYS,2018,50,,cp,12,6
2-s2.0-85058622656,PHYS,2018,99,,cp,0,7
2-s2.0-85058320961,"MEDI,BIOC",2018,379,"Basic fibroblast growth factor,Phosphate,Pyrophosphate,Stem cells isolated from human exfoliated deciduous teeth",ar,27,72
2-s2.0-85062801280,COMP,2018,212,"Convolutional Neural Network,Deep Learning,Event Embedding,Long Short-term Memory,Risk-Reward Function,Stock Market Prediction",cp,8,16
2-s2.0-85062797130,COMP,2018,121,"Affine Transforms,Computer-Aided Diagnosis,Convolutional Neural Network,Tuberculosis",cp,10,16
2-s2.0-85062255690,SOCI,2018,0,,ch,6,57
2-s2.0-85066101363,MEDI,2018,215,"Functional fitness,Khon exercise,Older persons",ar,3,24
2-s2.0-85066099543,MEDI,2018,210,"Alcohol consumption,Buddhist Lent,Community-based program,Social return on investment",ar,1,27
2-s2.0-85066083201,MEDI,2018,259,"Elderly,Hypertension,Medication adherence,Medication management",ar,20,33
2-s2.0-85066078842,MEDI,2018,240,"Dental hygiene,Dry brushing,Fluoride retention,Fluoride toothpaste,Mouth rinsing,Pharmacokinetic model",ar,4,35
2-s2.0-85059896348,"BIOC,IMMU",2018,54,,ar,3,9
2-s2.0-85058555067,AGRI,2018,283,"Calmodulin,CaM,Rice,Salt stress,Transcriptome",ar,54,119
2-s2.0-85066105607,COMP,2019,214,"3d printing,Multi-spectral imaging,Spectral reproduction",cp,15,72
2-s2.0-85060316344,ENGI,2018,204,"Carbonized briquette,Coffee ground/tea waste,Rain tree (Samanea Saman)",ar,8,44
2-s2.0-85060315563,ENGI,2018,130,"Inventory systems,Mixed-integer programming,Multi-echelon systems,Seasonal demand",ar,4,28
2-s2.0-85060304153,ENGI,2018,147,"Circumferential through-wall crack,Elbow,Failure assessment diagram,J-integral,Pipe,Reference stress method",ar,0,21
2-s2.0-85060301990,ENGI,2018,276,"GNSS,PPP,PWV,Troposphere,Water content",ar,3,17
2-s2.0-85060284558,ENGI,2018,183,"Alginate,Arbuscular mycorrhizal,Encapsulation,Organic fertilizer,Pellets",ar,7,44
2-s2.0-85060284222,ENGI,2018,243,"Direct and indirect water usage,Economic system,Gross domestic product,Input,Output model,Water usage",ar,7,32
2-s2.0-85060277158,ENGI,2018,171,"DNA sequencing,Molecular biology,Nanochannel,Nanofabrication,Nanopore,Sensor",re,4,130
2-s2.0-85058329914,PHYS,2018,168,,cp,1,15
2-s2.0-85060520670,ENVI,2018,451,"CO2 emissions,Economic growth,Long-termrelationship,Policy modeling,SEM-VECMmodel",ar,2,40
2-s2.0-85058332469,"ENGI,EART",2018,216,"Composite,Esterification,Mechanochemistry,Microcrystalline cellulose,Surface modification",ar,1,46
2-s2.0-85057626112,"CHEM,ENVI,CENG,ENER",2018,227,"Alkaline hot compressed water fractionation,Lignin depolymerization,Microwave reaction,Palm empty fruit bunch,Phenolic compounds",ar,24,55
2-s2.0-85057578970,"CHEM,ENVI,CENG,ENER",2018,184,"Electrocatalysts,g-C3N4,HER,Ni2B",ar,39,49
2-s2.0-85152969667,VETE,2018,224,"fibrinogen,liver biopsy,sheep-derived fibrin glue,swine,thrombin",ar,0,33
2-s2.0-85152957456,VETE,2018,170,"enterococcus,pig,plasmid,pork,Thai-Lao border provinces",ar,0,29
2-s2.0-85152950212,VETE,2018,0,,no,0,3
2-s2.0-85152926723,VETE,2018,0,,no,0,
2-s2.0-85152923178,VETE,2018,225,"angiogenesis,computed tomography,dog,oral,tumor",ar,0,27
2-s2.0-85147427223,VETE,2018,284,"chicken,efficacy,Newcastle disease virus,recombinant HVT-NDV vaccine",ar,1,22
2-s2.0-85134033351,VETE,2018,164,"Emergence,Novel,Porcine epidemic diarrhea virus,Spike gene,Thailand",ar,1,22
2-s2.0-85130690048,VETE,2018,228,"Adrenal glands,Cats,Computed Tomography,Normal,Ultrasonography",ar,1,32
2-s2.0-85120882431,VETE,2018,220,"Aedes aegypti,Bacteria,Culex quinquefasciatus,Midgut,Thailand",ar,2,42
2-s2.0-85100201551,"NEUR,MEDI",2018,254,,ar,6,22
2-s2.0-85091699096,"ECON,SOCI",2018,124,"Google Trends,Nowcasting",ar,0,17
2-s2.0-85090293808,VETE,2018,192,"cat,congestive heart failure,hypertrophic cardiomyopathy,survival time",ar,2,11
2-s2.0-85082684208,VETE,2018,256,"Bone mineral contents,Estrogen deficiency,Macaca fascicularis,Osteoporosis,Pueraria mirifica,X-ray",ar,2,40
2-s2.0-85076352482,"ENER,ENGI,COMP",2018,139,"Boolean satis?ability problems,Symmetry",cp,2,16
2-s2.0-85076340852,"ENER,ENGI,COMP",2018,133,"Approximation algorithm,Division,Double-base number system,Integer,Preprocessing table",cp,0,16
2-s2.0-85076335862,"ENER,ENGI,COMP",2018,170,"Bi LSTM,Convolutional Neural Network,Detection,Hard Disk Drive,LSTM,Support Vector Machine,Voice Coil Motor",cp,1,16
2-s2.0-85071461260,"PHYS,EART",2018,250,"Cosmology: observations,Galaxies: evolution,Galaxies: formation,Galaxies: high-redshift,Submillimeter: galaxies",re,17,107
2-s2.0-85070861352,"COMP,DECI,ENGI,PHYS",2018,0,,ed,0,
2-s2.0-85070812664,COMP,2018,142,"Coloured petri nets,Model,Petri nets,Railway,Timed petri nets,Train,Train schedule",cp,2,14
2-s2.0-85070806504,COMP,2018,210,"BPEL,Decomposition pattern,Microservices,SOA",cp,5,8
2-s2.0-85069328095,MEDI,2018,114,"Atopic dermatitis,Barrier,Filaggrin,Lipid,Tight junction,Treatment",re,11,137
2-s2.0-85067075989,EART,2018,165,,ar,2,27
2-s2.0-85064709833,AGRI,2018,162,"Microbial Transglutaminase (MTGase),Sodium Bicarbonate,Sodium Tripolyphosphate (STPP),Water Holding Capacity,White Shrimp",ar,2,26
2-s2.0-85063690066,VETE,2018,267,"Chikungunya,Dengue,Mosquitoes,Thailand,Zika",ar,5,37
2-s2.0-85063522895,AGRI,2018,238,"Germination,Herbicidal activity,Plant disease,Senna spectabilis",ar,2,19
2-s2.0-85061602467,MATH,2018,77,"C p functions,D-minimal,Definable sets,Expansion of the real field,Zero sets",ar,5,20
2-s2.0-85060882963,MULT,2018,137,"Biosensor,Flavonoid,Metabolic engineering,Microbial systems,Synthetic biology",ar,10,71
2-s2.0-85060856625,MULT,2018,248,"Neurite outgrowth,Neuro2a cells,Neurodegenerative diseases,Ten-4",ar,3,18
2-s2.0-85060664134,"MEDI,NURS",2018,139,"Agitation,Emergence delirium,General anaesthesia",ar,0,31
2-s2.0-85060222612,MEDI,2018,352,"Cerebral palsy,Electromyographic biofeedback,EMG biofeedback,Upper extremity and hand function",ar,1,26
2-s2.0-85060162536,MATH,2018,63,"Lipschitz retraction,Optimal retraction,Spherical cup",ar,0,12
2-s2.0-85059675381,"IMMU,MEDI",2018,259,"Acinetobacter nosocomialis,Acinetobacter pittii,Carbapenem resistance,Carbapenemase,Efflux pump,Outer membrane protein",ar,10,43
2-s2.0-85059639710,PHYS,2018,160,,ar,7,23
2-s2.0-85059609200,VETE,2018,99,"Amyloidosis,Dogs,Endocarditis,Enterobacter",cp,1,11
2-s2.0-85059566810,"PHAR,AGRI,MEDI",2018,121,"(+)-α-Tocuspirone,Cytotoxicity,Dalbergia velutina,Leguminosae",ar,3,19
2-s2.0-85059556193,"ENGI,COMP",2018,166,"Bending strength,Compressive strength,Internode,Node,Tensile strength,Thai Dendrocalamus Giganteus Bamboo (TDG)",ar,4,17
2-s2.0-85059533501,MEDI,2018,0,,le,0,15
2-s2.0-85059500714,BIOC,2018,179,"amphipol,deuteration,membrane proteins,small-angle neutron scattering",ar,1,
2-s2.0-85059477183,PHYS,2018,88,,ar,27,39
2-s2.0-85059460372,PHYS,2018,215,,ar,34,54
2-s2.0-85059273699,"MEDI,IMMU",2018,261,,ar,6,
2-s2.0-85059259196,"MEDI,IMMU",2018,240,,ar,8,
2-s2.0-85059255766,"MEDI,IMMU",2018,262,,ar,11,
2-s2.0-85059248986,"MEDI,IMMU",2018,245,,ar,1,
2-s2.0-85059230299,DENT,2018,212,"Candida albicans,Candida dubliniensis,Candida parapsilosis,Dendritic cells,Mannan,Oral candidiasis",ar,6,48
2-s2.0-85059213990,MEDI,2018,183,"Asia,Hepatitis,Immunosuppression,Kidney transplantation,Virus diseases",re,52,141
2-s2.0-85059087917,PHYS,2018,103,"Hadron-Hadron scattering (experiments),Jet physics,Jets",ar,19,42
2-s2.0-85058935797,PHYS,2018,200,"AdS-CFT Correspondence,Classical Theories of Gravity,Conformal and W Symmetry,Integrable Field Theories",ar,16,59
2-s2.0-85058926637,"MEDI,BIOC",2018,297,"Apoptosis,Bronchogenic carcinoma,Cathepsin S,Melittin,Tumor-associated macrophage",ar,23,34
2-s2.0-85058917460,MULT,2018,268,,ar,1,39
2-s2.0-85058915984,MEDI,2018,0,,ar,17,10
2-s2.0-85058885422,MEDI,2018,247,"Decrease in mortality,multicenter,pediatric,septic shock,severe sepsis,surviving sepsis campaign care bundles",ar,7,23
2-s2.0-85058819617,MULT,2018,346,,ar,5,30
2-s2.0-85058790064,MULT,2018,390,,ar,12,62
2-s2.0-85058742898,MEDI,2018,264,"Healing,Mucoprotective agent,Post-gastric ESD,PPI,Ulcer",re,5,41
2-s2.0-85058716387,"PHYS,EART",2018,322,"Galaxies: Active,Galaxies: Evolution,Galaxies: High-redshift,Galaxies: Photometry,Galaxies: Star formation,Submillimeter: Galaxies",ar,121,158
2-s2.0-85058472015,"IMMU,MEDI,PHAR",2018,241,,ar,19,61
2-s2.0-85058457964,"BIOC,MEDI",2018,214,"Clustering coefficients,Gene co-expression network,Network analysis,Rice genome,RNA sequencing,Salt stress,Salt-tolerant genes,Two-state networks,‘khao dawk mali 105’",ar,9,135
2-s2.0-85058453548,"PHYS,EART",2018,248,"Galaxies: evolution,Galaxies: high redshift,Galaxies: ISM-galaxies: star formation,Galaxies: starburst,Submillimetre: galaxies",ar,113,174
2-s2.0-85058382112,"CENG,BIOC,CHEM,COMP",2018,207,"Booting stage,Light saturation point,Nucleolin,Photosynthesis,RNA binding protein,Salt stress,Transcriptome",ar,12,28
2-s2.0-85058362649,"BUSI,ECON",2018,111,"Institutional theory,Legitimacy threat,Public sector accounting,Service performance reporting",ar,8,93
2-s2.0-85058160421,MEDI,2018,0,,ar,54,228
2-s2.0-85057868138,MEDI,2018,0,,le,2,5
2-s2.0-85057601344,AGRI,2018,216,"Filter paper card,Gene flow,Lyle's flying fox,Population,Pteropus lylei",ar,2,16
2-s2.0-85057554441,"COMP,ENGI",2018,259,"Summarization,Thai,Topic extraction,Translation,Word segmentation",ar,11,30
2-s2.0-85057539530,MEDI,2018,255,"atrial fibrillation,contrast-induced nephropathy,mortality",re,5,42
2-s2.0-85057420667,"COMP,DECI",2018,242,"Information retrieval,Keyword extraction,Social media mining,Stop words",ar,9,13
2-s2.0-85057321973,MULT,2018,93,,dp,5,3
2-s2.0-85057237051,MEDI,2018,147,"adenovirus,cidofovir,intravenous immunoglobulin,solid organ transplant",ar,7,25
2-s2.0-85057147112,"PHAR,MEDI",2018,258,"EmrAB,MexAB-OprM,PA2100,PA3898,Phenazine,Pseudomonas aeruginosa",ar,20,64
2-s2.0-85057083547,MEDI,2018,280,"acute coronary syndrome,Cholesterol,coronary heart disease,lipids,myocardial infarction,statins",ar,25,44
2-s2.0-85056844710,MULT,2018,84,,dp,5,67
2-s2.0-85056802291,MULT,2018,203,,ar,17,90
2-s2.0-85056695606,MATH,2018,126,,ar,1,10
2-s2.0-85056354694,"BIOC,ENGI,MEDI,PHYS",2018,151,"Conduct,Education,Ethics,Medical physics,Research",re,0,5
2-s2.0-85056353082,DENT,2018,309,"Cine-magnetic resonance (MR) imaging,Deglutition,Movement,Tongue",ar,3,23
2-s2.0-85056335704,NURS,2018,273,"condoms,primary prevention,risk reduction behavior,sexually transmitted diseases",ar,2,30
2-s2.0-85056276634,CENG,2018,282,"Ethylene/1-hexene copolymerization,Lewis acid,Linear low-density polyethylene,Ziegler-natta catalysts",ar,4,37
2-s2.0-85056265944,MEDI,2018,255,"bleeding,endoscopic submucosal dissection,gastric neoplasms,proton-pump inhibitor,vonoprazan",re,16,34
2-s2.0-85056261357,MULT,2018,202,,ar,11,59
2-s2.0-85056200000,"SOCI,ENER,ENVI",2018,185,"Bamboo,Charcoal production,Heat distribution pipe,Metal kiln,Wood vinegar",ar,16,22
2-s2.0-85056162378,"MEDI,NEUR",2018,224,"Chronic depression,Forced swimming test,LPS,Neuroinflammation,SAT1,Tryptophan catabolism",ar,40,67
2-s2.0-85055877820,ENVI,2018,240,"Marcia optima,Metals,Phuket,Risk assessment,Sediment",ar,6,53
2-s2.0-85055710234,"BIOC,IMMU",2018,184,"Ammonia-oxidizing archaea,Ammonia-oxidizing bacteria,Autotrophic growth,DNA-stable isotope probing,Wastewater treatment plant",ar,7,39
2-s2.0-85055624059,"AGRI,ENVI",2018,252,"Lagerstroemia speciosa,Pterocarpus indicus,Sap flux density,Swietenia macrophylla,Urban trees",ar,2,32
2-s2.0-85055561549,MEDI,2018,245,"ACEIs,ARBs,CCBs,Clinical outcomes,Hypertension,Meta-analysis",ar,6,106
2-s2.0-85055491350,"MEDI,BIOC",2018,297,"Breast cancer,Digital image analysis,Dual in-situ hybridization,HER2",ar,20,18
2-s2.0-85055205421,"MEDI,BIOC",2018,154,"Chitosan,Chromosome maintenance protein 1,Damnacanthal,Nanoparticles,Non-steroidal anti-inflammatory drugs- activated gene",ar,5,26
2-s2.0-85055199276,"IMMU,VETE,AGRI,MEDI",2018,245,"Merozoite surface protein 1 (MSP1),Merozoite surface protein 3 (MSP3),Plasmodium vivax,Polymorphism",ar,7,53
2-s2.0-85055080877,MULT,2018,218,,ar,12,71
2-s2.0-85055049678,MEDI,2018,239,"Clavicle,Coracohumeral ligament,Coracoid process,Glenohumeral joint capsule,Pectoralis minor muscle,Variation",ar,10,16
2-s2.0-85055028853,"MATE,PHYS,ENGI,MATH",2018,139,"Cracked beam,Linear elastic fracture mechanics,Scaling law,Structural similarity,The principle of conservation of energy",ar,13,37
2-s2.0-85054876704,MULT,2018,148,,dp,5,3
2-s2.0-85054801027,MEDI,2018,247,"Bacterial cellulose,Dressing,PHMB,Sericin,STSG donor site,Treatment",ar,34,47
2-s2.0-85054643077,SOCI,2018,147,"family caregiving,intergenerational support,long-term care,older persons,Thailand",ar,19,26
2-s2.0-85054621002,"ENVI,ENGI",2018,223,"Cadmium,Contaminant transport,Groundwater,HYDRUS-1D,Montmorillonite colloids",ar,63,87
2-s2.0-85054588423,MULT,2018,237,,ar,13,56
2-s2.0-85054584634,MULT,2018,217,,ar,74,41
2-s2.0-85054443060,"ENGI,MATE,PHYS",2018,100,"Elastic layer,Foundations,Poroelasticity,Soil–structure interaction,Transversely isotropic,Vertical vibrations",ar,24,35
2-s2.0-85054308952,BIOC,2018,212,"cancer stem cells,CD133,cell culture model,chorioallantoic membrane assay,hepatocellular carcinoma,tumour cell aggressiveness",ar,24,54
2-s2.0-85054194780,"ENGI,ENER",2018,267,"alkaline pretreatment,bioethanol,Napier grass,pretreatment,simultaneous saccharification and fermentation",ar,27,30
2-s2.0-85054184001,"ENVI,PHAR",2018,254,"Bio-oil,Biochar,Lightweight biomass,Pyrolysis,Sugarcane leaves",ar,17,39
2-s2.0-85054140369,HEAL,2018,251,"Cobb angle,Dowager's hump,Round back,Spine",ar,8,27
2-s2.0-85053893979,"BIOC,CHEM,CENG,ENGI,MATE",2018,163,"CCD,Isotherm model,LLE,Optimization,Pd(II) purification,RSM",ar,7,63
2-s2.0-85053832338,"MEDI,BIOC",2018,360,"Bone lining cells,Gsα,Neutralizing antibody,Osteoblasts,Osteocytes,Sclerostin",ar,13,42
2-s2.0-85053831669,"IMMU,MEDI",2018,114,"Fungal peritonitis,Intracatheter,Paradoxical,Peritoneal dialysis (PD)",ar,3,25
2-s2.0-85053619106,"MEDI,DENT",2018,219,,ar,16,26
2-s2.0-85053495818,MEDI,2018,0,,ar,5,10
2-s2.0-85053492921,"MEDI,NEUR",2018,207,"Alcohol,Dependence,Gabapentin,Heavy drinking",ar,10,41
2-s2.0-85053439955,"EART,COMP",2018,103,"Finite element limit analysis,Hoek-Brown,Lower bound,Rock mass,Semidefinite programming",ar,50,57
2-s2.0-85053423390,"BIOC,MEDI",2018,200,"Insertion,LPL,LPL activity,LPL mass,Mutation,Novel",ar,1,26
2-s2.0-85053401902,PHAR,2018,172,"Benzalkonium chloride,Dexamethasone,Eye drops,Penetration enhancer",ar,11,13
2-s2.0-85053189146,"MATE,PHYS",2018,159,"ab-initio calculation,Density functional theory,High pressure,II-VI ternary alloys,Phase stability",ar,1,18
2-s2.0-85053174978,MULT,2018,188,,ar,18,39
2-s2.0-85053081646,"IMMU,BIOC",2018,248,"Immunity,Lactic acid bacteria,Probiotic,proPO system,Shrimp,Vibrio parahaemolyticus",ar,45,76
2-s2.0-85053010803,"MEDI,BIOC",2018,281,"Cytogenetic risks,Induction treatment,Performance status,Senility,Thailand",ar,6,22
2-s2.0-85052987188,"BIOC,VETE",2018,257,"Biomarkers,Cardiomyopathy,Diabetes mellitus,Diastolic dysfunction",ar,1,47
2-s2.0-85052985058,"IMMU,MEDI",2018,243,"Antimicrobials,Flavobacterium columnare,Mutation,Quinolone,Resistance",ar,7,40
2-s2.0-85052852129,"CHEM,CENG,PHYS",2018,207,"Black TiO2,Glycerol,Photocatalytic oxidation,Reactive oxidizing species,Scavengers",ar,21,48
2-s2.0-85052757960,MULT,2018,177,,ar,12,54
2-s2.0-85052749282,MEDI,2018,251,"chronic rhinosinusitis,disease severity,endoscopic sinus surgery,eosinophilia rhinitis and nasal polyposis,paranasal sinus disease,recurrence",re,67,43
2-s2.0-85052727555,"PHYS,ENGI,CENG",2018,205,"Covariance,Flow regime,Interfacial area concentration,Rod bundle,Void fraction",re,17,77
2-s2.0-85052652006,"IMMU,VETE",2018,237,"duck Tembusu virus,free-grazing ducks,serological survey,Thailand",ar,11,31
2-s2.0-85052635594,"CENG,CHEM,MATE",2018,146,"dielectric cure monitoring,rubber cure characterization,rubber cure monitoring system,vulcanization",ar,4,36
2-s2.0-85052488654,"BIOC,CHEM,PHYS",2018,207,"DFT,Dispersion,Indigo,TD-DFT,UV–Visible spectra",ar,4,46
2-s2.0-85052472790,EART,2018,405,"Back-arc basin,Basalt,Detrital zircon U-Pb dating,Paleo-Tethys,Sandstone provenance",ar,20,99
2-s2.0-85052374832,MEDI,2018,259,"arterial anastomosis,filler injection,forehead arteries,ocular complication",ar,23,9
2-s2.0-85052213936,"MATH,DECI",2018,116,"Associated sigma-algebra,Copula,Factorizability,Markov operator,Non-atomic",ar,1,11
2-s2.0-85051824569,"MATE,PHYS,ENGI",2018,273,"Aluminum antimonides,Doping,III-V materials,N-type AlSb,Optoelectronic devices,P-type AlSb,Radiation detector,Semiconductor materials,Si substrate,Sputtering deposition",ar,4,23
2-s2.0-85051757660,"MEDI,BIOC",2018,262,"Cortical bone,FcγRIIB,Microindentation,Systemic lupus erythematosus",ar,5,41
2-s2.0-85051683221,"CHEM,MATE",2018,157,"Cancer cells,Chitosan,Chitosan oligosaccharides,Degradation,Electrical discharge plasma",ar,47,64
2-s2.0-85051652467,BIOC,2018,233,"AL amyloidosis,Amyloid fibril formation,EGCG,Inhibition mechanism",ar,5,58
2-s2.0-85051400106,"PHYS,ENGI",2018,167,"Ballistic impact performance,Finite element,Polybenzoxazine,Polymer composite",ar,19,35
2-s2.0-85051199297,"BIOC,IMMU",2018,253,"Carbonic anhydrase inhibitor,Human carbonic anhydrase isozyme II,NCE103,Resazurin,Saccharomyces cerevisiae,Yeast-based assay",ar,10,38
2-s2.0-85051180271,"MEDI,NURS",2018,235,"End stage kidney disease,Nephrology nurses,Perception,Sexual health issues",ar,8,23
2-s2.0-85051023165,MEDI,2018,237,"allergic,decongestant,rhinitis,steroids,vasoconstrictor",re,14,24
2-s2.0-85050850597,AGRI,2018,192,"Chemometrics,Hyperspectral imaging,Processed meat,Quality attributes,Shelf life,Wavelength selection",ar,28,39
2-s2.0-85050803032,"MATE,ENGI",2018,98,"Fabrics/textiles,Fibre/matrix bond,Finite element analysis (FEA),Layered structures",ar,26,17
2-s2.0-85050662074,"MATE,PHYS,ENGI",2018,234,"Alginate,Cancer,Chitosan,Curcumin diglutaric acid,Nanoparticles",ar,106,64
2-s2.0-85050656313,MULT,2018,209,,ar,68,41
2-s2.0-85050539220,BIOC,2018,336,"bias,cohort studies,evidence,meta-analyses,obesity,risk factors,treatment,umbrella review",re,47,140
2-s2.0-85050468889,CHEM,2018,217,"Colorimetric detection,Hexavalent chromium,Hollow fiber membrane liquid phase microextraction,Microfluidic paper-based analytical devices",ar,67,52
2-s2.0-85050458654,"IMMU,VETE",2018,233,"Aujeszky's disease virus,gB,gE,gI,oral fluid",ar,13,23
2-s2.0-85050132605,DENT,2018,185,"Acemannan,Aloe vera,Bone repair,Histopathology,Microcomputed tomography",ar,18,31
2-s2.0-85049950224,MULT,2018,189,,ar,11,53
2-s2.0-85049352978,CENG,2018,144,,ar,20,50
2-s2.0-85048987782,MULT,2018,190,,ar,27,60
2-s2.0-85048803316,"CHEM,AGRI",2018,140,"Alanine (PubChem CID: 5950),Aspartate (PubChem CID: 5960),Citrate (PubChem CID: 31348),Cysteine (PubChem CID: 5862),Durian,Durio zibethinus,Flavor,Glutamate (PubChem CID: 33032),Glutathione,Glutathione (PubChem CID: 124886),Leucine (PubChem CID: 6106),Malate (PubChem CID: 525),Metabolic profiling,Ophthalmate (PubChem CID: 7018721),Sulfur-containing metabolites,γ-Glutamylcysteine,γ-Glutamylcysteine (PubChem CID: 123938)",ar,31,40
2-s2.0-85048567058,"AGRI,CENG,ENGI",2018,203,"Amylopectin,Amylose,Gelatinization,Mango seed kernel starch,Pasting,Retrogradation",ar,14,33
2-s2.0-85048009800,"BIOC,AGRI",2018,187,,ar,38,69
2-s2.0-85047873668,MULT,2018,168,,ar,32,47
2-s2.0-85047738612,MEDI,2018,0,,ar,0,4
2-s2.0-85047635337,MULT,2018,202,,ar,18,69
2-s2.0-85047370082,MULT,2018,214,,ar,27,27
2-s2.0-85047222753,"BIOC,CENG,IMMU",2018,210,"Adsorption isotherm,Enzymatic hydrolysis,Hydrophilic-hydrophobic,Nonionic surfactant,Palm fruit bunch",ar,13,41
2-s2.0-85047221923,"PHAR,MEDI",2018,265,,ar,13,13
2-s2.0-85047085444,MULT,2018,186,,ar,24,44
2-s2.0-85047069081,MULT,2018,201,,ar,8,28
2-s2.0-85047013666,MULT,2018,130,,ar,45,47
2-s2.0-85046658445,MULT,2018,149,,ar,20,38
