eid,subject_areas,publication_year,length_of_abstract,author_keywords,sub_type,citation_count,refcount
2-s2.0-85068367264,"CHEM,ENVI,CENG,ENGI",2019,197,"3D modelling,Deactivation,Near-infrared imaging,Preferential oxidation of CO,Spatially resolved,Tomography",ar,5,46
2-s2.0-85082519266,COMP,2019,85,"5d world map system,Artificial intelligence,Conceptual modelling,Context computing,Data mining,Environmental ict,Globalization,Machine learning,Model suites,Multi-agent system,Semantic computing",cp,1,29
2-s2.0-85082518972,COMP,2019,180,"Artificial neural network,Data mining,M5p,M5rules,Machine learning,Mlp,Multilayer perceptron,Reptree,Water quality index,Weka,Wqi",cp,1,13
2-s2.0-85082516789,COMP,2019,188,"Angle and position of photo,Color style of photo,Photo recognition,Photo sharing service,Recommendation,User preference",cp,0,15
2-s2.0-85082515751,COMP,2019,351,"Data mining,Global environmental analysis,Ocean environment multimedia system,Semantic computing",cp,2,34
2-s2.0-85076381651,CHEM,2019,208,"In-vitroCytotoxicity,Molecular docking studies,Piperazine linked imidazo[1,2-a]pyridine,Structural activity relationship",ar,11,44
2-s2.0-85081586005,AGRI,2019,103,"Ceropegia section Tiloris series Attenuatae,Ceropegieae,Dry deciduous forest,Eastern Thailand",ar,1,22
2-s2.0-85076541302,PHYS,2019,208,,ar,2,41
2-s2.0-85076318153,"CHEM,AGRI",2019,152,"CO2 conversion,cyanobacteria,evolutionary engineering,farnesene",ar,13,40
2-s2.0-85075777894,"CHEM,CENG,ENGI",2019,270,,ar,32,57
2-s2.0-85077282681,"ENER,ECON",2019,223,"CO2 adsorption,diethylamine,electrospun nanofibers,ethanolamine,poly(glycidyl methacrylate),radiation-induced grafting,triethylamine",ar,15,34
2-s2.0-85075439305,"CHEM,CENG,MATE",2019,310,,ar,7,27
2-s2.0-85074402046,PHYS,2019,161,"CMS,Hadrons,Multiplicity,Physics,Spectra,Xenon-xenon",ar,10,39
2-s2.0-85079901860,COMP,2019,260,"Multiclass Classification,Problem Report,Text Classification",cp,1,11
2-s2.0-85079900390,COMP,2019,236,"Fault Tolerance Patterns,Non-functional Requirements,Requirement Patterns,Scrum,Security Patterns",cp,4,14
2-s2.0-85079882811,COMP,2019,142,"Formal model,Generalized Stochastic Petri Nets,YAWL Workflows",cp,1,14
2-s2.0-85079879521,COMP,2019,174,"Database Schema,Hibernate ORM,Object-Relational Mapping (ORM),Software Testing,Test Case",cp,2,12
2-s2.0-85079868486,COMP,2019,114,"Formal Model,Multi-Server Queuing Network,Stochastic Petri Nets",cp,1,12
2-s2.0-85079866987,COMP,2019,184,"Class Integration Testing,Driver,Object-Oriented,Sequence Diagram,Software Testing,Stub,Test Case",cp,2,14
2-s2.0-85079855401,COMP,2019,229,"Code Generation,Front-End,Responsive Web Design,Visual Design",cp,1,18
2-s2.0-85079854711,COMP,2019,151,"Coloured Petri nets,Flowchart,Formal method,Transformation scheme",cp,4,11
2-s2.0-85079849881,COMP,2019,191,"Formal Verification,Model Checking,Timed Automata,WS-BPEL Workflow",cp,1,14
2-s2.0-85079847809,COMP,2019,131,"Formal model,Generalized Stochastic Petri Nets,Priority Queue",cp,1,12
2-s2.0-85079846505,COMP,2019,189,"Decision Table,Formal Model,Petri Nets,Transformation Rule",cp,0,13
2-s2.0-85079842074,COMP,2019,246,"BPMN,Business Rule Task,Decision table,DMN,Test case",cp,3,10
2-s2.0-85079841061,COMP,2019,210,"Data preprocessing,Data quality,Machine learning",cp,1,13
2-s2.0-85078243680,"MATE,ENGI",2019,140,,cp,0,14
2-s2.0-85076552469,PHYS,2019,179,,ar,27,54
2-s2.0-85137679542,"ENGI,ENVI,ECON,BUSI",2019,167,,ch,0,79
2-s2.0-85077630871,"ENER,ENVI",2019,226,"absorption,carbon nanotubes,catalyst,CO2 capture,KMgO",ar,4,31
2-s2.0-85074707394,"ENER,PHYS",2019,179,"Binding energy,Hydrogen adsorption energy,Periodic DFT,Zr–doped oxygen–vacancy defect TiO2,Zr–doped perfect rutile TiO2(110) surface",ar,10,66
2-s2.0-85069751432,"CHEM,BIOC",2019,237,"2D peak position,Comprehensive two-dimensional gas chromatography,Fatty acid methyl ester,Peak,Profile,Simulation",ar,8,30
2-s2.0-85076196337,"BIOC,IMMU,MEDI",2019,264,,ar,24,38
2-s2.0-85076179600,MEDI,2019,236,"Auricularia polytricha,HIV-1 protease inhibitor,Human immunodeficiency virus",ar,24,26
2-s2.0-85076747660,PHYS,2019,103,,cp,0,15
2-s2.0-85076516544,PHYS,2019,197,,ar,29,74
2-s2.0-85077801415,PHYS,2019,174,,cp,5,20
2-s2.0-85076638339,PHYS,2019,204,,ar,30,51
2-s2.0-85075949570,"BIOC,COMP,MATH",2019,243,"Attention networks,Biomedical text mining,Contextual word-embeddings,Deep learning,Domain-specific language,Relation extraction",ar,5,72
2-s2.0-85076494987,"ENVI,MEDI",2019,185,"Comparison,Radon,Thoron",ar,5,15
2-s2.0-85076105888,MEDI,2019,129,,ar,4,13
2-s2.0-85076066187,"MEDI,NEUR",2019,202,"Atrial fibrillation,retinal artery occlusion,retinal vein occlusion",ar,14,35
2-s2.0-85075954075,MEDI,2019,124,"Cardiothoracic surgery,Interventional cardiology,Pregnancy,Pulmonary hypertension",ar,5,8
2-s2.0-85075931363,"BIOC,CHEM",2019,101,"polybenzoxazines,shape memory polymer composites,shape memory polymers,shape recovery",re,17,53
2-s2.0-85074569518,MEDI,2019,431,"colonoscopy,Cost-effectiveness analysis,fecal immunochemical test,organized colorectal cancer screening,Thailand",ar,13,62
2-s2.0-85074397474,"MEDI,BIOC",2019,0,"antioxidants,biomarkers,Chronic fatigue syndrome,Myalgic Encephalomyelitis,neuro-immune,oxidative",ed,8,17
2-s2.0-85050527218,MATH,2019,157,"Generalized bilinear form graph,local ring,orthogonal graph,symplectic graph",ar,3,18
2-s2.0-85100019910,"SOCI,ARTS",2019,180,"tea culture,tea culture tourism,Thai Nguyen,Vietnam",ar,1,31
2-s2.0-85099980308,MEDI,2019,241,"clinical outcome,hepatotoxicity,invasive aspergillosis,voriconazole",ar,0,25
2-s2.0-85096511568,"SOCI,COMP,ENGI",2019,145,"CDIO Framework,d-school,empathy,introduction to engineering,short workshop",cp,2,18
2-s2.0-85093660739,"BUSI,COMP,DECI,PHYS",2019,126,"active braking,electric vehicle,ESC,independent-wheel drive,torque vectoring",cp,1,9
2-s2.0-85092293406,MEDI,2019,365,"Immunosuppression,Kidney transplantation,Mycophenolic acid,Plasmapheresis",ar,3,11
2-s2.0-85092073308,"SOCI,ECON",2019,264,"Complex Adaptive System,Local Government Debt,Power Law,Risk and Uncertainty Management,Self-Organized Criticality",ar,1,33
2-s2.0-85090207997,"COMP,ENER,ENGI,MATH,PHYS",2020,232,"ARIMA,capacitated vehicle routing problem with time window,parcel delivery services",cp,0,15
2-s2.0-85088110985,"BUSI,COMP,DECI,PHYS",2019,139,"Constant power load (CPL),dc microgrid,fuel cell (FC),interconnection and damping assignment (IDA),interleaved boost converter,passivity based controller (PBC),Port-Controlled Hamiltonian (PCH)",cp,9,18
2-s2.0-85087925402,BIOC,2019,188,"genomic detection,Leptospira,leptospirosis,molecular diagnosis,real-time PCR",re,4,97
2-s2.0-85085664117,VETE,2019,254,"Endometrial cells,Porcine reproductive and respiratory syndrome,PRRSV receptor,Releasing of virus,Susceptibility",ar,2,35
2-s2.0-85085663916,VETE,2019,257,"Broiler chickens,Competitive exclusion,Salmonella",ar,2,31
2-s2.0-85085658899,VETE,2019,261,"Branching pattern,Coeliac trunk,Coeliacomesenteric trunk,Thai native dogs",ar,0,39
2-s2.0-85085658576,VETE,2019,287,"Chronic toxicity,Histopathology,Monosodium glutamate,Zebrafish",ar,3,42
2-s2.0-85085637962,VETE,2019,160,"Canine,PCR,Pulmonary artery,Reference gene,RPL32,RPS19",ar,1,17
2-s2.0-85085127487,"SOCI,ECON",2019,201,"Body Posture,Elder,Functional Anthropometry,Gender,Laterality,Maximum Reach",ar,0,16
2-s2.0-85084261278,ENER,2019,244,"Battery energy storage system (BESS),Electricity charge saving,Net present value (NPV),Net-metering scheme (NMS),Operation schedule",ar,2,29
2-s2.0-85084035116,"DECI,MATH,COMP",2019,113,"Algorithmic arrangement,Cache,FIFO,Simulation",cp,2,11
2-s2.0-85083001886,"SOCI,ENER",2019,199,"Crime,Economic growth,Socioeconomic strains,Thailand",ar,0,67
2-s2.0-85082516255,"COMP,SOCI",2019,115,"Image Recognition,Object Detection,Quality of Life (QOL),Semantic Segmentation,Transportation Mobility",cp,7,28
2-s2.0-85081640923,SOCI,2019,170,"Classroom,Geoscience,Geoscience education,Learning gain,Smartphone,Virtual reality",ar,12,26
2-s2.0-85079696129,CENG,2019,98,"Control synthesis,Off-line calculation,Robust model predictive control,Solid oxide fuel cell",ar,8,47
2-s2.0-85079683232,CENG,2019,164,"Cuo,Hydrogen production,Sintering additive,Solid oxide electrolysis cells,Steam electrolysis",ar,6,37
2-s2.0-85079600748,MATH,2019,136,"Burgers' equation,Caputo fractional derivative,Coupled Burgers' equation,Finite integration method,Shifted Chebyshev polynomial",ar,10,25
2-s2.0-85079452584,"ECON,BUSI,ENVI",2019,332,"Bioreactors,Composting,Fed intermittent composting,Food waste,Organic waste,Passive ventilation",ar,0,20
2-s2.0-85079161399,ENGI,2019,202,"Canine,Mast cell tumor,Microfluidics,Microwell,OCT4A,Single cell analysis",ar,3,28
2-s2.0-85078964238,MEDI,2019,300,"Cyclin D1,East Asia,Kirsten rat sarcoma (KRAS),Non-small cell lung cancer (NSCLC)",ar,12,21
2-s2.0-85078960433,"SOCI,ENER",2019,244,"ASEAN,Capital formation,Economic growth,Trade",ar,2,43
2-s2.0-85078758274,ECON,2019,223,"Conspicuous consumption,happiness,mental health,online social networking devices,social comparison",ar,3,73
2-s2.0-85078401572,"PHAR,MEDI",2019,163,"Abelmoschus esculentus Moench,Diabetic Mice,SOD Level,Tissue Glucose Tolerance",ar,5,23
2-s2.0-85078065052,"MEDI,BIOC",2019,0,,le,5,15
2-s2.0-85077846727,VETE,2019,165,"Carbon tetrachloride,Crude polysaccharide extract,Ganoderma lucidum,Hepatotoxicity",ar,18,32
2-s2.0-85077633475,"PHAR,ENVI",2019,181,"Lower Ping River,Riverbank erosion/accretion,Sandbar,Succession of weir",ar,2,20
2-s2.0-85077584211,MATH,2019,172,"Axiom of Choice,Trichotomy Principle",ar,0,12
2-s2.0-85077555744,"PHAR,ENVI",2019,252,"Construction activity,Graphite Furnace Atomic Absorption Spectroscopy (GFAAS),Heavy metals,Overcrowded traffic,Particulate matter",ar,7,7
2-s2.0-85077298558,"MEDI,BIOC",2019,269,"Nasopharyngeal cancer,Plasma EBV DNA,TNM staging",ar,7,33
2-s2.0-85077154238,MULT,2019,315,,ar,6,36
2-s2.0-85077047422,MULT,2019,322,,ar,10,49
2-s2.0-85077031829,"MEDI,BIOC",2019,164,"AMPK activation,Mannan oligosaccharide,Tight junction integration,Trans-epithelial electrical resistance",ar,5,35
2-s2.0-85076891919,"MEDI,BIOC",2019,288,"AKT,Cancer stem cell,Gigantol,JAK/STAT,Lung cancer,Proteomics,Tumor density,Tumor maintenance",ar,32,58
2-s2.0-85076849567,PHYS,2019,99,"Hadron-Hadron scattering (experiments),Particle and resonance production",ar,35,46
2-s2.0-85076780988,MULT,2019,288,,ar,21,37
2-s2.0-85076752721,"CENG,CHEM",2019,195,"Esterification,Fatty acid methyl ester production,Palm fatty acid distillate (PFAD),Sulfonated palm-based catalyst,Wet impregnation method",ar,10,43
2-s2.0-85076747364,"CENG,MATE",2019,199,"Adsorption,Carbon dioxide,Carbonaceous material,Solution plasma process",ar,6,50
2-s2.0-85076606991,PHYS,2019,164,"B physics,Hadron-Hadron scattering (experiments)",ar,6,21
2-s2.0-85076512113,PHYS,2019,113,"AdS-CFT Correspondence,Chern-Simons Theories,Matrix Models,Super- symmetric Gauge Theory",ar,10,82
2-s2.0-85076496456,PHYS,2019,136,"Hadron-Hadron scattering (experiments),Particle and resonance production",ar,66,83
2-s2.0-85076454859,PHYS,2019,157,"Beyond Standard Model,Hadron-Hadron scattering (experiments)",ar,19,95
2-s2.0-85076448607,MEDI,2019,287,,ar,25,85
2-s2.0-85076443962,IMMU,2019,251,"D-Lactic acid,Fermentation,Glycolytic enzymes,Lactate dehydrogenase,Lactate isomerization,Terrilactibacillus laevilacticus",ar,11,29
2-s2.0-85076443678,MEDI,2019,0,,le,0,4
2-s2.0-85076354183,DENT,2019,293,"Attitude,Knowledge,Oral health education,Primary schools,Schoolteacher",ar,4,36
2-s2.0-85076269684,MULT,2019,336,,er,0,
2-s2.0-85076212323,"AGRI,ENVI",2019,204,"Human dentin matrix protein-1 (hDMP1),Molecular pharming,Nicotiana benthamiana,Osteogenic differentiation,Plant-produced recombinant protein,Transient expression",ar,8,32
2-s2.0-85076061048,MEDI,2019,202,,er,1,
2-s2.0-85075992522,"AGRI,ENVI",2019,205,"Enterovirus 71 (EV71),Hand-foot-mouth disease,Molecular pharming,Monoclonal antibody,Nicotiana benthamiana,Plant biotechnology,Plant-produced monoclonal antibody",ar,22,45
2-s2.0-85075963402,ECON,2019,111,,ar,12,48
2-s2.0-85075953739,MEDI,2019,304,"Arthroplasty,Bilateral,Blood loss,Knee,Prosthesis,Transfusion",ar,10,29
2-s2.0-85075934812,MEDI,2019,276,"infection,peritoneal dialysis,peritonitis",ar,48,
2-s2.0-85075848777,MULT,2019,192,,ar,37,61
2-s2.0-85075832225,"SOCI,ENGI",2019,251,"Bangkok,MaaS provider,Mobility-as-a-Service,Situation analysis,Stakeholder analysis",ar,9,18
2-s2.0-85075813886,DENT,2019,154,"acemannan sponges,bone formation,bone substitute,sinus augmentation",ar,12,31
2-s2.0-85075555814,MEDI,2019,647,"American College of Obstetricians and Gynecologists (ACOG),Asian population,aspirin,Bayes theorem,biomarker,detection rate,false-positive rate,Fetal Medicine Foundation (FMF),hypertension,MAP,multiples of the median (MoM),National Institute for Health and Care Excellence (NICE),placental growth factor (PlGF),prediction model,preeclampsia,pulsatility index,screening,UtA-PI,validation",cp,76,90
2-s2.0-85075533624,MULT,2019,212,,ar,5,37
2-s2.0-85075458115,"CHEM,BIOC,PHAR,MEDI,CENG",2019,223,"cell culture,clinical studies,Grammatophyllum speciosum Blume,non-cell-based assay,skin anti-ageing,skin anti-wrinkle",ar,10,33
2-s2.0-85075343986,"CENG,ENVI",2019,247,"Elephant grass,Hydrolysate,Napier Pak-Chong 1,Process parameter,VFAs",ar,11,20
2-s2.0-85075329057,"AGRI,NURS",2019,235,"And polyols (FODMAPs),Dietary advice,Disaccharides,Fermentable oligosaccharides,Food,Intestinal gas,Irritable bowel syndrome,Monosaccharides",ar,36,21
2-s2.0-85075230997,AGRI,2019,175,"Male-male interaction,Mating,Recognition,Sexual role",ar,2,48
2-s2.0-85075134767,MEDI,2019,379,,re,6,47
2-s2.0-85075085877,MEDI,2019,152,"Combined DNA Index System (CODIS),Familial search,Full sibling,Likelihood ratio,Parent-child,Population substructure",ar,0,14
2-s2.0-85075062517,"AGRI,ENER,ENVI",2019,240,"Bio-oil,Catalyst recovery,Catalytic hydrothermal liquefaction,Central composite design,Response surface methodology,Spirulina platensis",ar,22,35
2-s2.0-85075060781,"MEDI,BIOC,IMMU",2019,104,"Enterocytozoon hepatopenaei,Microsporidian,QPCR,Shrimp parasite",ar,17,15
2-s2.0-85075060251,MATH,2019,47,"t-fuzzy modules,uniform fuzzy modules,uniform t-fuzzy modules",ar,0,12
2-s2.0-85075039642,"MEDI,BIOC",2019,191,"EFS24,event free survival,peripheral T cell lymphoma,prognosis,risk stratification",ar,11,30
2-s2.0-85075036916,"BIOC,CHEM,MATH",2019,204,"D168N,D168Y,HCV NS3/4A protease,Molecular dynamics simulation,Paritaprevir",ar,4,51
2-s2.0-85075030210,ENVI,2019,172,"Antibiotic fate,Core microbiome,Demethylation,Sulfate reduction,Trimethoprim (TMP) biodegradation",ar,20,53
2-s2.0-85075014749,"AGRI,NURS",2019,188,"Anthocyanin,Carbohydrate,Lipid,Riceberry rice",ar,18,30
2-s2.0-85074864804,"CHEM,MATH,AGRI,PHYS,EART",2019,104,"Mechanical properties,Polymer matrix composites,Scratch resistance,Thermal properties",ar,5,29
2-s2.0-85074756059,PHAR,2019,245,"Angiogenesis,Cancer stem-like cells,FGF2,Plumbagin,Plumbagin (PubChem CID: 10205),Wnt inhibitor (IWP2) (PubChem CID: 2155128),Wnt signaling",ar,30,47
2-s2.0-85074703921,CHEM,2019,176,"Amperometry,Electrochemical sensor,Hydrogen peroxide,Lactate,Milk sample,Pt/PANI/MXene nanocomposite,Ti3C2",ar,61,35
2-s2.0-85074703525,MULT,2019,203,,ar,27,47
2-s2.0-85074667265,MEDI,2019,279,"BONE MINERAL DENSITY,BONE TURNOVER,HIV,SWITCHING,TENOFOVIR,ZOLEDRONIC ACID",ar,9,13
2-s2.0-85074582585,MEDI,2019,356,"Child,developing country,hospital infection,lupus nephritis,mycoses",ar,3,37
2-s2.0-85074577385,"BIOC,IMMU",2019,260,"Capsicum annuum,dsRNA,Next generation sequencing,Replicative intermediate dsRNA,Secoviridae",ar,0,16
2-s2.0-85074504958,MEDI,2019,0,,le,12,8
2-s2.0-85074424246,"PHYS,HEAL,BIOC,MEDI",2019,248,"Caenorhabditis elegans,Diplocyclos palmatus,Quorum sensing,Serratia marcescens,UV-induced photoaging",ar,34,58
2-s2.0-85074354686,"ENVI,CENG,ENGI",2019,156,"Biodiesel,Microreactor,Process efficiency,Safety assessment,Safety management",ar,18,18
2-s2.0-85074352439,"ENVI,AGRI",2019,216,"Agricultural students,setting up a farm,Thailand,vocational training,youth aspirations",ar,8,37
2-s2.0-85074349487,MEDI,2019,213,"Adiponectin,Leptin,Metabolic syndrome,Pediatric obesity,Resistin",ar,2,36
2-s2.0-85074346751,"ENVI,AGRI",2019,194,"Policy assessment,public programmes,setting up a farm,Thailand,young farmers",ar,13,45
2-s2.0-85074334701,PHAR,2019,252,"Allostasis,Interleukin 17,Pro-inflammatory cytokines,Regulatory T cells (Tregs),Th17 cells",re,31,98
2-s2.0-85074197052,"ENGI,ENER",2019,126,"Combined cooling,Economic-emission model,Energy hub system,Heating and power (CCHP),Real-time based DRP,ε-constraint and fuzzy techniques",ar,82,39
2-s2.0-85074140280,"IMMU,VETE",2019,242,"Ancylostoma ceylanicum,Cat,Hookworm,Selamectin (Revolution®)",ar,2,24
2-s2.0-85074097306,MULT,2019,213,,ar,28,30
2-s2.0-85074031507,"MEDI,BIOC",2019,253,"Epidemiology,Lymphoblastic leukemia,Stem cell transplantation,Survival outcome,Thailand",ar,2,30
2-s2.0-85074012960,MEDI,2019,207,"acne vulgaris,adult female acne,ketoconazole,post-adolescent acne,topical acne treatment",ar,4,26
2-s2.0-85073994873,"IMMU,PHAR",2019,217,"Disability,MSSS,Multiple sclerosis,sTNFR1,sTNFR2,Tumor necrosis factor alpha",ar,24,53
2-s2.0-85073987456,"MEDI,BIOC",2019,262,"Disability,Function,Gait speed,Grip strength,Lower- and middle-income countries,Socioeconomic conditions,Strength",ar,9,37
2-s2.0-85073986591,"CHEM,MATE",2019,244,"acrylonitrile butadiene rubber (NBR),dicumyl peroxide (DCP),dynamic vulcanization,mechanical properties,poly(lactic acid) (PLA)",ar,7,80
2-s2.0-85073978446,MEDI,2019,197,"atrial fibrillation,bone marrow transplantation,meta-analysis,stem cell transplantation,supraventricular tachycardia",ar,8,39
2-s2.0-85073966998,"ENVI,AGRI",2019,357,"Chitosan,Columnaris disease,Immersion vaccination,Tilapia",ar,22,33
2-s2.0-85073948892,PHAR,2019,192,"anticancer,endocrine resistance,estrogen receptor-positive breast cancer,ethoxy mansonone G",ar,7,25
2-s2.0-85073948478,MEDI,2019,217,"depressive disorders,diagnostic interviews,Edinburgh Postnatal Depression Scale,individual participant data meta-analysis,major depression",ar,31,24
2-s2.0-85073944591,"MATE,ENGI,BIOC,MEDI",2019,199,"Canine amniotic membrane,Cold glycerol-preservation,Enzyme linked immunosorbent assay,Epidermal growth factor",ar,5,25
2-s2.0-85073918485,MEDI,2019,0,,le,0,
2-s2.0-85073814986,PHYS,2019,218,,le,52,45
2-s2.0-85073744951,MULT,2019,172,,ar,30,50
2-s2.0-85073701088,MEDI,2019,176,"acute kidney injury,continuous renal replacement therapy,critically ill,Monte Carlo simulations,vancomycin",ar,7,38
2-s2.0-85073694205,MEDI,2019,200,"Drug-induced liver injury,Pharmacogenomics,Southeast Asia,Stevens-Johnson syndrome,Toxic epidermal necrolysis",ar,17,16
2-s2.0-85073571196,MULT,2019,302,,ar,64,43
2-s2.0-85073406486,"IMMU,MEDI,VETE",2019,243,"Influenza A,Interleukin 17,Lung inflammation,Mouse,Neutrophil functions",ar,15,45
2-s2.0-85073235290,MEDI,2019,0,,le,0,8
2-s2.0-85073221902,PHYS,2019,105,,ar,4,42
2-s2.0-85073117460,"ENGI,ENER,ENVI",2019,172,"Blockchain,Double auction,Game theory,Peer-to-Peer (P2P) energy trading,Smart contracts,Transactive energy",ar,94,54
2-s2.0-85073060518,"MEDI,NEUR",2019,248,,ar,17,54
2-s2.0-85072996966,PHAR,2019,177,"Bacterial cellulose,Green synthesis,Silver nanoprisms,Wound dressing",ar,12,32
2-s2.0-85072872902,"PHYS,MATE,CHEM",2019,225,"Graft copolymer,Hybrid materials,Polylactide,Ring-opening polymerization,Silk sericin",ar,13,48
2-s2.0-85072872853,ENGI,2019,233,"Cellular columns,Deformations,Elastic buckling load,Major axis,Shear effects",ar,7,24
2-s2.0-85072767976,"MATE,COMP,PHYS,CHEM,ENGI",2019,188,"Ag–TiO2,Calcination,Chemical reduction,Oxidation state,Photocatalysts",ar,14,43
2-s2.0-85072675962,MEDI,2019,196,"Chest wall kinematics,Diameter change,Obesity,Thoracoabdominal motion,Ventilation",ar,2,32
2-s2.0-85072528479,"CENG,ENVI",2019,202,"Catalyst support,CO2 methanation,In-situ pyrolysis,N-doped biochar,Pyridinic-N",ar,51,54
2-s2.0-85072407045,"CHEM,CENG,PHYS",2019,197,"Chemosensor,Cyanide,Fluoride,Furan,Hydrazone,Schiff base,Thiophene",ar,20,39
2-s2.0-85072300230,HEAL,2019,147,"limits of stability,lower extremity strength,Multi-Directional Reach Test,typical children",ar,1,46
