eid,subject_areas,publication_year,length_of_abstract,author_keywords,sub_type,citation_count,refcount
2-s2.0-85149225155,"ENGI,PHYS",2022,181,,ar,2,91
2-s2.0-85149027879,"AGRI,VETE",2022,196,"Growth,Nursery pig,Open barn,production,Seasonal effect",ar,0,37
2-s2.0-85148453135,MEDI,2022,148,"Coronavirus disease 2019,Mucormycosis,Osteomyelitis,Plastic surgery",ar,0,19
2-s2.0-85147982867,BUSI,2022,113,"brand role,goal attainment,goal progress,goal pursuit",ar,0,24
2-s2.0-85147565150,"ARTS,PHYS,SOCI",2022,167,"Kmhmu',phonation,register,tone",ar,1,95
2-s2.0-85147496889,"ENVI,SOCI,ECON",2022,381,"Bangladesh,climate change,climate extremes,Climatic indices,trend analysis",ar,0,77
2-s2.0-85146788270,VETE,2022,202,"calcium oxalate stone,dog,hypercalciuria,urinary biomarker",ar,0,48
2-s2.0-85146052046,"CENG,ENER,CHEM",2022,223,"Fe-based catalyst,in-situ XRD,Na-promoter,phases evolution,reducing atmosphere",ar,0,30
2-s2.0-85145954938,MEDI,2022,248,,ar,0,
2-s2.0-85145865245,HEAL,2022,436,"Classic start,Movement analysis,Speed climbing,Starting phase,Tomoa skip",ar,0,41
2-s2.0-85145820133,MATH,2022,204,"177 Lu-DOTATATE,mathematical model of177 Lu-DOTATATE for neuroendocrine tumor treatment,neuroendocrine tumor",ar,0,36
2-s2.0-85145582943,"MATH,DECI",2022,153,"coverage probability,fiducial inference,pivotal quantity,unbalanced one-way random effects model,variance components",ar,0,21
2-s2.0-85145492275,MEDI,2022,346,,ar,0,68
2-s2.0-85145426013,MULT,2022,313,,ar,0,57
2-s2.0-85145425951,MULT,2022,317,,ar,0,46
2-s2.0-85145411692,MEDI,2022,320,"Aging,Comorbidities,Frailty,HIV/AIDS,Phenotypic age acceleration,Phenotypic aging marker,Thailand",ar,1,31
2-s2.0-85145399402,MULT,2022,194,,ar,0,60
2-s2.0-85145221377,"AGRI,BIOC,MEDI",2022,259,"Brugada syndrome,human endogenous retrovirus K,metagenome,VIRIN,virus integration breakpoint,whole genome sequencing",ar,0,77
2-s2.0-85145204341,MEDI,2022,266,"Acute kidney injury,COVID-19,Critically ill,Kidney replacement therapy,Wave",ar,1,57
2-s2.0-85145100683,MULT,2022,172,,ar,0,48
2-s2.0-85145022656,MEDI,2022,220,"aortic aneurysm,cleft palate,cleft upper lip,disproportionate tall stature,generalized tonic–clonic seizures on awakening,intellectual disability, moderate,intellectual disability, severe,primary congenital glaucoma,skeletal myopathy",ar,0,
2-s2.0-85144998199,MEDI,2022,188,,ar,1,23
2-s2.0-85144988487,VETE,2022,283,"advanced stage lymphoma,biomarker,dogs,serum C-reactive protein",ar,0,27
2-s2.0-85144967508,"COMP,SOCI,ENER,ENGI,ENVI",2022,195,"child development center,passive design strategies,Thailand,thermal comfort",ar,0,43
2-s2.0-85144940741,VETE,2022,327,"gossypol,pigeon,sperm morphology,sperm motility,sperm viability",ar,0,43
2-s2.0-85144930145,"ENGI,ENVI",2022,222,"enrichment factor,environmental risk,heavy metal,sediment cores,wetland",ar,3,63
2-s2.0-85144912282,"COMP,SOCI,ENER,ENVI",2022,201,"discarded mobile phone,mobile phone waste,precious metal,rare earth elements,recycling,waste estimation,WEEE",ar,0,62
2-s2.0-85144905336,"CENG,MATE,CHEM",2022,211,"cartilage tissue engineering,hydrogel,mesenchymal stromal cells,migration",ar,2,25
2-s2.0-85144897132,"PHYS,MATE",2022,181,"electrodeposition,hardness,heat treatment,Ni-W/B composite coatings,wear",ar,1,28
2-s2.0-85144885374,PHAR,2022,138,"alginate,antiviral,Box–Behnken design,chitosan,favipiravir,intra-nasal,polymeric nanoparticles,response surface methodology,SARS-CoV-2",ar,2,46
2-s2.0-85144879259,"CENG,MATE,CHEM",2022,241,"Ca2+ crosslinking,gelation,pectin hydrogel,pH-effect,pomelo albedo,viscoelasticity",ar,4,37
2-s2.0-85144871804,"IMMU,BIOC,PHAR,MEDI",2022,188,"antimicrobial resistance,coastal aquaculture,E. coli,ESBL,resistance genes,Salmonella,V. cholerae,V. parahaemolyticus",ar,2,85
2-s2.0-85144832365,"AGRI,BIOC,EART",2022,196,"community,fall,healthy elderly,physical performance,rehabilitation,telemedicine,wearable devices",ar,1,37
2-s2.0-85144810835,MULT,2022,270,"Botanical insecticide,Bruchid beetles,Film seeds coating method,Hexane extract,Long pepper,Maize weevil",ar,2,62
2-s2.0-85144805325,VETE,2022,374,"Dairy cow,Lameness,Locomotion score,Milk yield",ar,1,28
2-s2.0-85144804808,MULT,2022,207,"Cholesterol-lowering effects,Immunomodulation,Lactic acid bacteria (LAB),Probiotics,Thai fermented mussel",ar,0,66
2-s2.0-85144740416,"AGRI,ENVI",2022,202,"5α-reductase,androgenetic alopecia,anti-hair loss,dermal papilla,DU-145,guava,hair follicle,hair growth,HFDPC,SRD5A",ar,4,69
2-s2.0-85144719058,MATH,2022,243,"aggregation operators,Choquet integral,decision-making problem based on TOPSIS methods,Hamacher t-norm and t-conorm,intuitionistic fuzzy sets",ar,1,40
2-s2.0-85144710228,"PHYS,COMP,MATH",2022,236,"authentication,blockchain,DHCP,IoT,IoTAMS,smart contract,smart homes",ar,2,37
2-s2.0-85144701942,"COMP,MATH,ENGI",2022,50,"cospectral graphs,generalized adjacency matrix,graph isomorphism problem",ar,0,16
2-s2.0-85144699478,"AGRI,ENVI",2022,145,"Enterocytozoon hepatopenaei,gastrointestinal syndrome,gut dysbiosis,Vibrio,white feces",re,2,49
2-s2.0-85144690145,"ENGI,MATH,COMP",2022,180,"controllable quality,grasping quality,pincer grasping,pneumatic gripper,soft gripper",ar,2,37
2-s2.0-85144687758,"IMMU,PHAR,MEDI",2022,205,"heterologous,immunogenicity,liver transplant,SARS-CoV-2,vaccination",ar,2,27
2-s2.0-85144677545,"IMMU,PHAR,MEDI",2022,244,"cervical cancer,human papillomavirus,immunotherapy,plant-made pharmaceuticals,recombinant drugs,therapeutic vaccine",re,4,100
2-s2.0-85144673826,"PHYS,COMP,MATH",2022,172,"autonomous vehicles,fog,photonic radar,rain,wavelength division multiplexing",ar,5,66
2-s2.0-85144670170,"BIOC,PHAR",2022,163,"antifungal,bioavailability,cyclodextrins,drug delivery,nanotechnology,solubilization",re,2,114
2-s2.0-85144651861,"MEDI,PHAR",2022,253,"Antifungal activity,Dendrobium,Gc-ms,Genome analysis,Orchids,Secondary metabolites,Streptomyces",ar,0,79
2-s2.0-85144648157,MEDI,2022,312,"children,mortality,respiratory syncytial virus,respiratory tract infection",ar,2,26
2-s2.0-85144637759,MULT,2022,192,,ar,2,63
2-s2.0-85144636952,MULT,2022,218,,ar,1,36
2-s2.0-85144622116,"CHEM,MATE",2022,188,"Box–Behnken design,cytotoxicity,iron oxide nanoparticles,magnetic targeting delivery,prodrug",ar,4,75
2-s2.0-85144608034,"CHEM,MATE",2022,200,"carbon black,mechanical properties,plastic waste,polypropylene,sustainability",ar,4,69
2-s2.0-85144587837,"IMMU,MEDI",2022,207,,ar,4,38
2-s2.0-85144581202,"CHEM,BIOC,PHAR",2022,215,"22-(4-pyridinecarbonyl) jorunnamycin A,apoptosis,mitogen-activated protein kinase,network pharmacology,non-small cell lung cancer",ar,2,55
2-s2.0-85144576230,"CHEM,BIOC,PHAR",2022,300,"EGFR (L858R/T790M/C797S) TK,EGFR tyrosine kinase,in silico drug discovery and development,lung cancer,non-small cell lung cancer",ar,1,58
2-s2.0-85144574154,"ENVI,MEDI",2022,151,"bioaccumulation,carbaryl,flower plants,toxicity",ar,0,42
2-s2.0-85144556847,MULT,2022,45,,er,0,
2-s2.0-85144556827,"AGRI,NURS",2022,212,"Cambodia,COVID-19,food literacy,migration,precarity,Thailand",ar,0,30
2-s2.0-85144537975,"MEDI,IMMU",2022,212,"cervical cancer,HPV testing",ar,0,54
2-s2.0-85144531977,"CHEM,BIOC,PHAR",2022,208,"alcohols,antioxidant,furofuran lignan,glucosidase,thiols",ar,0,19
2-s2.0-85144530385,MEDI,2022,296,,ar,5,197
2-s2.0-85144528779,AGRI,2022,251,,ar,0,44
2-s2.0-85144512039,"CENG,BIOC,CHEM,COMP",2022,267,"5/6 nephrectomized mice,Candida,chronic kidney disease,fibrosis,gut leakage,gut-derived uremic toxins",ar,2,85
2-s2.0-85144508125,"MEDI,IMMU",2022,218,"dspro,inhibition,Penaeus stylirostris densovirus,shrimp,virus-like particle,yellow head virus",ar,0,54
2-s2.0-85144417328,MEDI,2022,220,"Autopsy,Hemorrhage,Hemorrhagic stroke,Hypertensive emergency,Intracerebral hemorrhage,Thyroid",ar,0,49
2-s2.0-85144412842,MEDI,2022,294,"Lactate,Microcirculatory monitoring,Perfusion index,Peripheral tissue perfusion,PI",ar,0,20
2-s2.0-85144397481,ARTS,2022,172,"Buddhist texts,Dvāravatī,Twin Miracle,votive tablets,Śrāvastī miracles",ar,1,59
2-s2.0-85144388897,MEDI,2022,165,"Aortic stenosis,Transcatheter aortic valve implantation (TAVI)",ar,0,22
2-s2.0-85144356462,MULT,2022,199,"Antioxidant activity,Mangosteen vinegar,Phenolic contents,Quality improvement,Sensory evaluation",ar,1,59
2-s2.0-85144332505,MULT,2022,250,,ar,7,59
2-s2.0-85144327723,MULT,2022,33,,er,0,
2-s2.0-85144320943,MULT,2022,193,,ar,1,56
2-s2.0-85144275090,PHYS,2022,220,,re,15,171
2-s2.0-85144274987,MULT,2022,195,,ar,1,54
2-s2.0-85144141160,MULT,2022,347,,ar,1,41
2-s2.0-85144127440,MEDI,2022,321,"Coronary artery disease,Gated SPECT,Myocardial perfusion imaging,Radionuclide imaging",ar,0,19
2-s2.0-85144121810,MULT,2022,218,,ar,4,43
2-s2.0-85144086177,MEDI,2022,243,"Ablation,Gender,Meta-analysis,Mortality,Recurrence rates,Sex,Systematic review,Ventricular tachycardia",ar,2,54
2-s2.0-85143965669,MEDI,2022,187,"Ablation,Brugada syndrome,Ion channelopathy,Sudden cardiac death,Sudden unexplained death syndrome,Ventricular fibrillation",re,1,44
2-s2.0-85143917564,MULT,2022,327,,ar,0,26
2-s2.0-85143915060,MEDI,2022,192,"Asia,epidemiology,immigrants,inflammatory bowel disease",re,5,82
2-s2.0-85143867412,MULT,2022,224,"Kinematic vorticity,Quartz c-axis,Sinistral,Thailand,Three Pagodas shear zone",ar,0,55
2-s2.0-85143835208,"COMP,SOCI,ENER,ENGI,ENVI",2022,248,"6G networks,deep convolutional neural network,internet of things,quantum communications,quantum security",ar,4,47
2-s2.0-85143797123,"MEDI,BIOC",2022,171,"Burnt bone,Forensic casework,Tissue homogenization",ar,1,3
2-s2.0-85143773194,"COMP,SOCI,ENER,ENGI,ENVI",2022,201,"bubble attachment,flotation,microplastics,particle size enlargement,water treatment",ar,2,55
2-s2.0-85143763470,"CENG,BIOC,CHEM,COMP",2022,272,"diagnosis,gene expression,lung cancer,microtubule-associated proteins,prognosis",ar,0,85
2-s2.0-85143759128,"MATH,COMP",2022,166,"Asymmetrical Stress Profile,Elastic Beam Theory,Finite Element Model,Stress Assessment,Wooden Specimen",ar,0,19
2-s2.0-85143758327,"CHEM,BIOC,PHAR",2022,258,"anti-MRSA substances,antimicrobial peptides,Brevibacillus sp. SPR-20,peptide sequencing,purification",ar,1,56
2-s2.0-85143757954,"MATE,ENGI",2022,221,"Bacterial cellulose mat,Carbon electrode,Carbon nanofilament,Freeze-thawing,P/N doping",ar,2,31
2-s2.0-85143719935,"BIOC,SOCI,AGRI,ENVI",2022,194,"E. coli,environment,oyster aquaculture,Salmonella,V. cholerae,V. parahaemolyticus",ar,1,54
2-s2.0-85143644903,MEDI,2022,176,"adrenal,aldosterone,blood pressure,hypertension,primary aldosteronism,renin",re,12,314
2-s2.0-85143615258,"COMP,SOCI,ENER,ENGI,ENVI",2022,207,"3S basin,drought intensity,runoff,Standardized Runoff Index,streamflow,SWAT",ar,2,60
2-s2.0-85143603606,"AGRI,VETE",2022,213,"gene expression,high-density polyethylene,histopathology,microplastics,nonspecific immune system,Pacific white shrimp",ar,4,92
2-s2.0-85143602548,"CHEM,BIOC,PHAR",2022,235,"Akt/mTOR targeting,non-small lung cancer,resveratrol derivatives",ar,3,46
2-s2.0-85143597853,"CHEM,BIOC,PHAR",2022,213,"cycloartocarpin,epithelial–mesenchymal transition (EMT),lung cancer,metastasis,migration",ar,1,48
2-s2.0-85143552464,MULT,2022,213,,ar,3,35
2-s2.0-85143552308,MULT,2022,337,,ar,2,38
2-s2.0-85143546804,MULT,2022,150,"Mycobacterium tuberculosis complex,Nontuberculous mycobacteria,Real-time PCR,Tuberculosis diagnosis",ar,1,28
2-s2.0-85143544968,MEDI,2022,260,"Albumin-bilirubin grade,Hepatocellular carcinoma,Machine learning,Normal tissue complication probability model,Radiation-induced liver toxicity",ar,1,37
2-s2.0-85143531368,"ENGI,SOCI,ENVI,DECI",2022,243,"Developing country,Nested logit,Older adults,Ride-hailing,Technology response",ar,1,53
2-s2.0-85143523907,MULT,2022,241,"Communication,Family business,Innovation,Succession,Sustainability",ar,1,74
2-s2.0-85143515186,"AGRI,VETE",2022,251,"DCAD,goat,heat stress,hypocapnia,urolithiasis",ar,1,26
2-s2.0-85143512551,MULT,2022,203,,ar,2,50
2-s2.0-85143501500,"MATE,ENGI",2022,209,"cobalt,lattice misfit,rhenium,superalloy,topologically close-packed phases",ar,1,29
2-s2.0-85143494452,"MATE,ENGI",2022,195,"GTD-111,Inconel 718,laser welding,post-weld heat treatment,pre-weld heat treatment",ar,1,25
2-s2.0-85143486914,"AGRI,VETE",2022,146,"cat,cholangiohepatitis,cholangitis,cyst,liver",ar,0,36
2-s2.0-85143484687,NURS,2022,171,"caregivers,compassion fatigue,grounded theory,schizophrenia",ar,0,33
2-s2.0-85143336282,MEDI,2022,242,"Alcohol drinking,Alcohol supply,Alcohol use disorder,Alcohol–related harm,Underage drinking",ar,0,43
2-s2.0-85143333028,MULT,2022,309,,ar,2,44
2-s2.0-85143327965,MEDI,2022,299,"Emergency department,Hospital admission,Revisit",ar,1,45
2-s2.0-85143272648,"IMMU,ENVI,AGRI",2022,241,"Immersion,Immunity,Nanovaccine,Tilapia,Tilapia lake virus",ar,5,51
2-s2.0-85143216914,ENGI,2022,165,"Friction factor,Hole position,Nusselt number,Perforated vortex generator,Solar air heater,Trapezoidal vortex generator",ar,3,43
2-s2.0-85143214988,PHYS,2022,0,,er,0,69
2-s2.0-85143214613,"MEDI,NURS",2022,0,,no,0,11
2-s2.0-85143210223,MULT,2022,187,,ar,0,56
2-s2.0-85143196957,ENGI,2022,181,"COVID-19,pandemic,tele health self-management,THSM",le,0,35
2-s2.0-85143195861,"ARTS,SOCI,COMP",2022,150,,ar,0,48
2-s2.0-85143185155,MULT,2022,275,,ar,0,84
2-s2.0-85143184571,MULT,2022,343,,ar,1,30
2-s2.0-85143170003,MULT,2022,256,"archaeometallurgical slag,Ban Kruat archaeological site,iron-smelting activity,luminescence dating",ar,0,36
2-s2.0-85143166413,MULT,2022,122,"lipoic acid,mitochondrial targeting compound,Mn metalation,porphyrin",ar,0,36
2-s2.0-85143156108,MEDI,2022,264,"Acute heart failure,Mortality,Predictor,Registry,Thailand",ar,0,29
2-s2.0-85143134088,MEDI,2022,236,"Breast milk volume,Breastfeeding,Moringa oleifera,Postpartum",ar,2,15
2-s2.0-85143129002,AGRI,2022,275,"African swine fever virus,Compound disinfectant,Suspension test,Virucidal activity",ar,0,35
2-s2.0-85143088548,MEDI,2022,0,,no,0,5
2-s2.0-85142941189,"PHAR,MEDI",2022,273,,ar,0,22
2-s2.0-85142940704,MEDI,2022,0,,le,0,4
2-s2.0-85142939910,MEDI,2022,60,,ar,1,10
2-s2.0-85142936635,"ENGI,EART",2022,232,"Atmospheric infrared sounder (AIRS),ERA5 reanalysis,Precipitable water vapor,Weighted mean temperature",ar,0,43
2-s2.0-85142913421,MULT,2022,190,,ar,4,81
2-s2.0-85142891524,MULT,2022,217,,ar,2,56
2-s2.0-85142810873,ENGI,2022,192,"CFD simulation,Extraction efficiency,Liquid-liquid extraction,Micromixing time,Overall mass transfer coefficient,SDR",ar,2,37
2-s2.0-85142800460,MEDI,2022,208,,re,3,32
2-s2.0-85142779241,MEDI,2022,0,,le,2,10
2-s2.0-85142727574,MEDI,2022,386,"Automated UV enzymatic method,G6PD deficiency,Quantitative method,Reticulocyte",ar,2,29
2-s2.0-85142710465,COMP,2022,165,"CCS Concepts,elasticity,finite element method,physically-based animation,real-time physics,• Computing methodologies → Physical simulation",ar,2,42
2-s2.0-85142702467,"MATE,ENGI",2022,156,"CO oxidation,Copper catalyst,Gold catalyst,OSRM,Sodium borohydride,Titanium dioxide",ar,0,55
2-s2.0-85142504881,COMP,2022,194,"artificial intelligent,crude oil trading,deep learning,machine learning,technical analysis,trading signal",ar,1,26
2-s2.0-85142485668,MEDI,2022,304,"Acute kidney injury,Hypertension,Mean arterial blood pressure,Perioperative,Renal replacement therapy,Shock",ar,4,33
2-s2.0-85142459984,MEDI,2022,277,"Adductor canal block,Interspace between the popliteal artery and capsule of the knee,Pain control,Periarticular injection,Total knee arthroplasty",ar,0,31
2-s2.0-85142400717,"MEDI,IMMU",2022,249,"older people with HIV,QTc prolongation,Thailand,women",ar,0,51
